SA1_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
80108109813,4,0,5,54,71,38,15,46,9,234
80108109814,0,0,8,65,128,59,21,40,14,330
80108113301,0,0,0,0,5,0,0,0,0,0
80109109901,6,0,16,145,205,88,41,176,34,690
80109109902,8,0,13,132,169,58,28,151,21,562
80109109903,4,0,6,65,113,31,17,44,3,281
80109109904,0,0,10,76,111,56,25,44,15,320
80109109905,0,0,17,83,125,68,35,68,21,395
80109110001,5,0,13,74,135,91,22,47,17,391
80109110002,5,0,14,66,133,52,20,36,11,321
80109110003,66,3,75,48,91,28,12,113,9,302
80109110004,3,0,18,109,203,88,40,72,6,523
80109110005,7,0,20,118,168,78,31,51,3,448
80109110006,3,0,7,75,141,58,29,40,5,346
80109110007,0,0,6,45,77,35,13,24,15,197
80109110008,5,0,3,143,189,64,37,94,14,541
80109110010,0,0,13,90,178,71,32,44,8,418
80109110011,0,0,4,34,80,32,9,34,5,200
80109110012,5,0,14,95,136,64,19,51,10,387
80109110013,0,0,0,53,51,23,8,75,6,217
80109110014,5,0,15,45,68,29,14,28,9,191
80109110101,0,0,8,48,78,27,14,49,17,230
80109110102,3,0,12,71,111,71,27,49,8,329
80109110104,0,0,4,74,113,34,25,63,21,319
80109110105,34,23,81,78,138,56,20,106,40,435
80109110106,23,9,62,67,141,65,28,93,34,426
80109110107,7,0,11,112,135,62,32,83,11,439
80109110108,0,0,10,76,141,81,31,51,18,401
80109110109,3,0,13,66,116,38,25,22,4,280
80109110110,5,0,8,65,81,30,13,39,10,236
80109110201,0,0,0,0,0,0,0,0,0,0
80109110202,45,0,64,112,128,65,45,145,19,511
80109110203,0,3,15,96,127,57,44,51,12,379
80109110204,0,0,18,82,114,57,25,23,3,296
80109110205,7,0,5,40,90,47,16,39,0,222
80109110206,0,0,3,69,77,40,15,35,3,239
80109110207,0,0,6,123,224,74,40,120,21,603
80109110209,0,0,8,46,78,45,20,30,8,230
80109110210,6,0,8,19,8,9,9,39,87,166
80109110211,7,0,11,54,90,61,19,52,8,284
80109110301,0,0,0,85,127,34,21,96,13,372
80109110302,5,0,11,69,107,60,25,30,14,302
80109110303,3,0,5,78,98,48,19,45,3,298
80109110304,0,0,16,89,149,71,16,38,11,376
80109110305,0,0,6,50,75,41,20,27,11,227
80109110306,117,10,140,69,129,58,16,208,19,498
80109110307,3,0,24,90,139,58,33,54,14,385
80109110308,0,0,4,29,67,27,16,19,6,165
80109110401,0,0,18,105,196,94,66,110,12,581
80109110402,0,0,3,53,101,20,24,54,11,261
80109110403,3,0,17,77,130,51,39,64,14,378
80109110404,0,0,6,91,123,61,38,38,7,360
80109110405,6,0,29,114,134,68,44,76,20,454
80109110406,0,0,0,0,0,0,0,0,0,0
80109110501,0,0,0,0,0,0,0,0,0,0
80109110502,0,5,8,124,160,77,35,93,19,503
80109110503,8,0,10,62,101,50,18,79,16,325
80109110504,21,3,61,117,158,64,29,147,38,554
80109110505,6,0,15,71,103,43,28,45,13,298
80109110506,5,0,9,105,144,67,30,104,10,464
80109110507,0,0,6,122,149,60,21,186,27,575
80109110601,0,0,10,116,152,51,41,69,11,449
80109110602,5,0,3,123,184,47,27,80,17,477
80109110603,0,0,5,74,132,53,25,82,23,391
80109110604,4,0,14,54,68,24,17,59,8,235
80109110605,0,0,0,87,108,24,20,204,31,473
80109110606,7,0,20,66,153,85,48,49,8,409
80109110607,0,0,23,91,144,53,34,53,14,384
80109110701,3,0,14,59,77,38,34,51,13,264
80109110702,3,0,7,141,156,71,49,102,14,535
80109110801,0,0,0,0,0,0,0,0,0,0
80109110802,3,0,4,54,63,26,20,43,12,211
80109110803,0,0,12,136,162,64,35,84,10,489
80109110804,4,0,17,88,134,65,20,65,16,389
80109110805,0,0,4,77,133,64,27,47,7,364
80109110806,4,0,8,56,108,44,35,50,13,305
80109110807,9,0,24,106,156,72,44,77,20,472
80109110901,7,0,16,54,69,14,13,48,0,204
80109110904,0,0,0,0,0,0,0,0,0,0
80109110905,0,0,5,48,60,23,11,48,15,204
80109110907,0,0,0,76,90,28,10,77,15,293
80109110908,0,0,0,75,82,29,20,86,14,314
80109110910,3,0,3,76,133,33,23,70,9,348
80109110913,0,0,5,56,84,22,10,35,13,223
80109110915,0,0,0,91,149,39,26,162,34,509
80109110916,0,0,0,140,131,32,17,119,12,454
80109110917,4,0,7,199,272,63,40,184,38,802
80109110918,0,0,3,108,156,35,17,84,21,423
80109110919,0,0,0,0,0,0,0,0,0,0
80109110920,0,0,0,0,0,0,0,0,0,0
80109110921,0,0,0,196,250,52,37,238,72,845
80109111001,3,0,13,97,160,48,38,72,24,434
80109111002,3,0,5,69,126,70,36,78,11,389
80109111003,4,0,8,40,83,30,14,36,9,214
80109111004,3,0,3,72,117,60,30,69,5,353
80109111005,0,0,3,57,87,41,19,48,19,264
80109111006,0,0,9,73,82,45,20,25,10,258
80110113401,0,0,0,6,0,0,0,0,5,13
80110113505,0,0,0,59,81,24,22,57,13,260
80110113506,0,0,0,77,99,53,31,40,8,311
80110113507,0,0,0,49,55,14,10,48,6,176
80110113508,4,0,10,91,149,33,25,95,28,419
80110113509,0,0,0,113,158,42,35,86,11,442
80110113510,0,0,0,50,83,41,27,52,0,252
80110113511,0,0,0,112,144,27,21,94,10,409
80110113512,0,0,0,58,86,26,28,76,19,287
80110113513,0,0,0,63,158,46,37,99,19,430
80110113514,0,0,0,70,125,58,30,110,38,422
80110113515,0,0,0,58,87,37,44,36,4,264
80110113602,0,0,0,30,54,30,15,28,0,161
80110113603,0,0,0,80,141,52,33,73,9,386
80110113604,0,0,0,150,176,38,21,92,14,488
80110113605,0,0,0,62,102,51,24,85,7,339
80110113606,0,0,0,138,220,76,42,146,31,657
80110113701,0,0,0,0,0,0,0,0,0,0
80110113901,0,0,0,65,80,47,28,86,13,318
80110113902,0,0,0,64,102,43,24,39,3,278
80110113903,0,0,3,91,131,42,11,65,26,361
80110113904,0,0,0,0,0,0,0,0,0,0
80110113905,0,0,0,106,153,36,21,72,35,424
80110113906,0,0,0,93,151,53,17,59,11,388
80110113907,0,0,0,58,91,25,19,50,11,257
80110113908,0,0,0,72,103,42,23,52,10,298
80110113909,0,0,0,83,110,14,13,64,9,297
80110113910,0,0,4,120,149,32,10,84,13,415
80110114501,0,0,0,0,0,0,0,0,4,4
80110114601,0,0,0,0,0,0,0,4,0,4
80111114001,0,0,3,17,14,10,3,7,5,51
80111114002,0,0,0,10,28,12,0,12,8,68
80111114004,0,0,0,16,25,6,10,6,0,63
80111114005,0,0,0,0,7,0,0,0,0,12
80111114006,0,0,0,59,73,36,10,34,14,229
80111114101,0,0,0,15,11,5,4,3,13,47
89797979991,0,0,0,0,0,0,0,0,0,0
89999949999,0,0,4,123,123,39,17,138,126,560
