SA1_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
80104103409,0,6,0,3,4,0,0,0,0,13,74,49,38,47,43,24,18,0,0,293
80104103410,8,4,6,0,3,7,3,0,0,31,101,92,32,76,111,47,32,11,0,502
80104103411,5,3,0,8,0,0,0,0,0,16,163,71,67,107,81,53,21,13,3,579
80104103412,8,4,3,0,4,0,4,0,0,23,126,93,30,65,114,38,19,8,4,497
80104103413,3,4,3,0,0,0,3,0,0,13,62,49,56,59,74,45,31,13,8,397
80104103414,0,0,0,0,3,0,0,0,0,3,42,34,23,28,32,30,12,3,0,204
80104103501,10,0,3,7,0,7,0,0,0,27,95,48,94,70,33,41,11,7,0,399
80104103505,8,3,0,6,0,0,0,0,0,17,99,31,46,87,24,8,15,9,0,319
80104103506,6,0,0,8,3,0,0,0,0,17,120,60,55,103,61,18,16,3,0,436
80104103507,11,4,0,4,0,0,0,0,0,19,137,42,61,105,42,25,15,9,0,436
80104103508,12,5,3,7,0,0,0,0,0,27,121,39,48,74,42,11,11,3,0,349
80104103509,12,6,4,5,4,0,0,0,0,31,158,60,68,101,56,25,7,0,0,475
80104103510,13,3,7,3,6,5,0,0,0,37,129,80,83,99,80,36,10,9,0,526
80104103511,3,0,0,4,0,3,0,0,0,10,93,59,49,75,40,6,7,4,0,333
80104103512,4,5,3,3,4,0,0,0,0,19,178,86,80,121,84,26,22,5,0,602
80104103513,3,7,4,8,10,4,0,0,0,36,102,50,67,78,51,27,11,4,0,390
80104103514,10,5,0,6,6,0,0,0,0,27,112,47,25,85,50,26,11,0,0,356
80104103515,4,3,0,4,3,0,0,0,0,14,94,41,32,73,56,15,11,7,0,329
80104103516,9,5,5,7,0,0,0,0,0,26,177,50,115,130,44,21,14,4,0,555
80104103517,0,0,0,0,0,0,0,0,0,0,83,30,41,67,31,12,12,7,0,283
80104103518,14,8,6,7,3,0,0,0,0,38,135,60,70,102,64,20,17,14,4,486
80104103519,9,0,0,4,0,0,0,0,0,13,90,42,58,82,44,12,9,8,0,345
80104103520,0,0,3,0,5,3,0,0,0,11,96,40,83,71,35,13,17,6,0,361
80104103521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103522,5,6,3,0,0,0,0,0,0,14,110,41,56,85,44,13,10,9,0,368
80104103601,10,0,3,6,0,0,0,0,0,19,124,62,82,106,56,46,31,3,0,510
80104103604,9,0,0,6,6,3,0,0,0,24,139,45,91,127,61,32,16,3,4,518
80104103605,8,5,0,4,4,0,0,0,0,21,73,29,45,51,38,19,6,3,0,264
80104103606,6,0,3,9,0,0,0,0,0,18,110,29,87,91,21,18,22,3,0,381
80104103607,12,4,6,5,0,0,0,0,0,27,117,30,52,81,43,25,10,4,0,362
80104103608,6,6,8,5,0,0,5,0,0,30,164,62,111,125,67,37,23,4,0,593
80104103609,4,9,8,9,8,5,0,0,0,43,156,69,160,157,55,28,19,4,4,652
80104103610,4,0,3,5,4,0,0,0,0,16,65,36,78,58,37,16,9,4,0,303
80104103611,3,4,0,3,0,0,0,0,0,10,83,46,23,72,46,18,0,3,0,291
80104103612,4,0,5,0,3,0,0,0,0,12,45,19,57,50,21,10,5,0,0,207
80104103613,4,0,3,4,0,0,0,0,0,11,104,34,93,105,33,28,17,5,4,423
80104103614,3,0,0,4,0,0,0,0,0,7,72,44,44,68,31,33,20,4,0,316
80104103615,12,0,3,6,5,0,0,0,0,26,183,55,102,148,79,27,9,5,0,608
80104103616,5,0,3,4,8,3,0,0,0,23,142,66,77,118,73,52,31,0,0,559
80104103617,4,0,0,4,3,0,0,0,0,11,93,50,61,88,50,26,14,3,0,385
80104103618,0,0,7,0,0,0,0,0,0,7,13,11,45,17,3,4,3,0,0,96
80104103702,0,4,3,4,0,0,0,0,0,11,73,48,82,81,38,25,14,0,0,361
80104103703,16,0,11,7,0,0,0,0,0,34,125,55,143,92,48,22,11,0,0,496
80104103704,5,0,4,0,4,0,0,0,0,13,114,48,72,91,69,28,12,11,0,445
80104103705,0,0,0,0,0,0,6,5,3,14,11,17,59,21,6,9,17,22,8,170
80104103706,0,0,6,4,0,0,0,0,0,10,82,25,46,75,37,28,11,0,0,304
80104103707,0,3,3,0,5,0,0,0,0,11,72,15,94,84,22,8,6,4,0,305
80104103708,3,0,0,3,4,0,0,0,0,10,146,46,83,102,72,39,18,4,0,510
80104103709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104103710,0,0,8,7,4,0,0,0,0,19,129,32,80,138,54,21,13,10,0,477
80104103711,3,6,8,4,0,0,0,0,0,21,172,62,129,162,69,30,25,12,0,661
80104103712,0,0,0,0,0,0,0,3,0,3,48,19,7,41,16,9,30,71,28,269
80104103713,10,0,0,6,5,0,0,0,0,21,94,27,33,70,48,22,19,4,0,317
80104103714,8,4,7,0,0,0,0,0,0,19,131,57,40,116,64,31,32,9,0,480
80104103804,3,3,3,3,0,6,0,0,0,18,112,70,41,82,97,33,17,4,0,456
80104103805,7,0,0,0,0,4,0,0,0,11,111,32,35,85,54,35,12,8,0,372
80104103806,0,4,0,0,0,0,0,0,0,4,78,52,17,43,64,20,16,7,0,297
80104103807,3,0,0,0,0,0,0,0,0,3,88,37,32,49,70,22,19,5,0,322
80104103808,15,9,9,3,7,6,0,0,0,49,89,53,52,72,66,32,19,9,0,392
80104103809,0,8,0,5,9,0,0,0,0,22,94,60,18,62,69,13,3,0,0,319
80104103810,3,0,0,0,0,0,3,0,0,6,98,31,21,85,47,21,21,3,0,327
80104103811,0,0,0,0,0,0,6,0,0,6,84,28,26,67,39,16,13,6,0,279
80104103812,4,3,8,3,5,4,0,0,0,27,141,69,90,112,70,21,8,8,0,519
80104103813,0,3,5,0,5,0,0,0,0,13,111,43,41,85,52,25,15,7,0,379
80104103814,9,8,3,4,6,5,0,0,0,35,75,44,46,73,58,27,12,9,0,344
80104103815,6,7,0,0,3,0,0,0,0,16,100,40,38,77,72,44,27,6,3,407
80104103907,5,0,6,4,0,0,0,0,0,15,60,37,39,44,40,17,20,4,0,261
80104103908,9,6,8,5,0,0,0,0,0,28,49,31,79,65,21,9,9,0,0,263
80104103910,7,9,18,5,3,0,3,0,0,45,89,98,263,117,57,29,14,0,0,667
80104103911,0,4,0,0,0,0,0,0,0,4,19,36,84,18,12,3,6,0,0,178
80104103912,0,0,0,0,4,0,0,0,0,4,69,67,50,56,75,25,12,3,0,357
80104103913,0,6,4,3,0,0,0,0,0,13,24,23,81,32,13,6,6,0,0,185
80104103914,6,0,0,5,3,0,0,0,0,14,119,64,42,111,71,38,31,12,0,488
80104103915,0,0,3,0,0,0,0,0,0,3,82,38,35,77,45,20,16,3,3,319
80104103916,6,8,12,5,3,0,0,0,0,34,74,68,200,75,37,21,3,0,0,478
80104103917,3,8,0,0,0,0,0,0,0,11,32,33,75,39,16,9,4,0,0,208
80104103918,0,0,5,0,0,0,0,0,0,5,16,19,94,25,11,14,10,0,0,189
80104103919,0,0,5,0,0,0,0,0,0,5,54,36,50,59,33,14,7,7,0,260
80104103920,0,0,0,0,0,0,0,0,0,0,28,13,101,27,16,6,4,0,0,195
80104103921,5,0,6,3,0,0,0,0,0,14,49,33,169,91,20,12,8,5,0,387
80104103922,5,7,0,5,3,0,0,0,0,20,122,65,75,107,64,21,8,5,0,467
80104103923,10,5,12,5,5,0,3,0,0,40,143,56,60,103,96,30,19,5,0,512
80104103924,11,3,3,5,3,0,0,0,0,25,115,54,56,80,57,27,14,3,0,406
80104103925,6,7,4,9,0,0,0,0,0,26,107,48,53,98,61,36,10,4,0,417
80104103926,0,0,0,0,0,3,0,0,0,3,18,18,66,40,4,14,3,3,0,166
80104103927,4,3,9,3,3,6,0,0,0,28,120,71,114,110,69,39,10,8,0,541
80104103928,0,4,0,0,0,0,0,0,0,4,72,43,32,56,34,30,12,0,0,279
80104103929,0,7,6,0,0,0,0,0,0,13,48,41,112,57,17,8,0,0,0,283
80104104001,13,7,8,0,3,4,4,5,0,44,106,108,196,109,62,45,26,5,0,657
80104104002,0,0,0,0,0,5,0,4,0,9,38,49,46,34,61,57,33,17,0,335
80104104005,10,6,4,5,0,0,0,0,0,25,97,48,57,77,56,26,21,13,4,399
80104104006,8,7,0,3,8,0,0,4,0,30,60,45,52,57,57,20,13,9,5,318
80104104007,0,9,0,3,3,0,0,0,0,15,114,69,82,86,83,37,30,3,6,510
80104104008,6,4,7,0,5,0,0,0,0,22,109,88,86,79,109,41,17,0,0,529
80104104011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104013,0,0,0,0,0,0,0,0,0,0,64,34,34,73,41,18,21,3,0,288
80104104014,3,4,3,0,6,0,0,0,0,16,69,56,75,47,60,32,31,7,0,377
80104104015,6,3,10,0,5,5,0,0,0,29,77,55,68,56,68,44,24,15,0,407
80104104017,0,0,0,3,4,0,0,0,0,7,76,53,91,70,40,22,7,12,0,371
80104104018,5,0,0,6,3,0,0,0,0,14,26,19,32,26,17,9,10,4,0,143
80104104019,0,0,0,0,0,0,5,5,0,10,30,34,22,29,39,30,14,14,3,215
80104104020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104021,0,0,3,6,0,0,0,0,0,9,0,0,21,8,4,3,0,0,0,36
80104104022,0,0,5,5,0,0,0,0,0,10,22,31,106,50,21,10,4,5,0,249
80104104023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104024,0,0,0,0,0,8,0,0,0,8,66,42,56,47,43,32,10,10,0,306
80104104025,5,0,3,5,0,0,0,0,0,13,75,51,85,88,38,22,10,5,0,374
80104104026,13,7,21,6,9,0,0,0,0,56,88,91,257,108,53,36,9,3,3,648
80104104027,9,0,6,5,0,4,0,0,0,24,54,60,187,90,24,27,11,13,7,473
80104104028,4,12,0,4,0,3,0,0,0,23,24,77,111,29,25,15,6,0,0,287
80104104029,4,0,7,8,0,3,0,0,0,22,41,60,160,55,22,16,15,4,0,373
80104104030,3,12,29,12,0,0,3,0,0,59,84,124,393,117,41,34,13,3,5,814
80104104031,3,0,4,0,0,0,0,0,0,7,25,23,60,51,24,35,25,11,5,259
80104104032,0,0,0,0,0,0,0,0,0,0,19,25,109,31,10,14,6,0,0,214
80104104301,0,0,0,0,0,3,5,0,0,8,54,35,16,28,55,41,47,26,6,308
80104104302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104401,4,3,5,0,3,0,0,0,0,15,148,77,85,107,93,41,27,4,0,582
80104104402,3,7,8,8,7,0,0,0,0,33,131,64,80,125,98,51,23,19,0,591
80104104404,12,4,0,5,7,0,0,0,0,28,149,76,78,122,107,34,14,10,0,590
80104104405,6,5,0,8,4,0,0,0,0,23,166,51,42,111,75,21,19,0,0,485
80104104409,4,6,0,0,4,0,0,0,0,14,109,48,39,70,62,22,9,3,0,362
80104104410,0,0,3,0,0,0,0,0,0,3,22,24,92,29,13,10,7,0,0,197
80104104411,4,3,0,4,8,0,0,0,0,19,68,67,42,47,53,35,7,3,0,322
80104104412,4,3,0,3,0,0,0,0,0,10,63,43,46,46,44,28,8,5,0,283
80104104413,3,0,0,0,4,0,0,0,0,7,106,67,27,72,74,33,10,0,0,389
80104104414,3,7,0,3,0,0,0,0,0,13,73,29,28,41,41,12,0,3,0,227
80104104415,5,4,0,6,0,0,0,0,0,15,62,49,87,78,40,21,22,0,0,359
80104104416,10,3,8,10,0,0,0,0,0,31,118,58,103,101,49,24,13,9,0,475
80104104417,6,4,0,0,6,0,0,0,0,16,104,26,58,95,50,20,3,0,0,356
80104104418,9,0,12,5,0,0,0,0,0,26,128,64,158,103,31,13,4,3,0,504
80104104419,5,0,7,3,0,0,0,0,0,15,45,43,165,66,10,9,0,0,0,338
80104104420,3,9,12,7,0,0,0,0,0,31,83,70,189,99,35,12,9,5,0,502
80104104421,6,0,7,3,0,0,0,0,0,16,32,49,131,51,14,13,4,4,0,298
80104104422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104423,0,4,7,0,3,0,0,0,0,14,76,51,40,63,61,27,10,8,0,336
80104104424,3,4,10,0,5,0,0,0,0,22,130,75,94,105,70,27,13,0,0,514
80104104425,0,0,0,0,0,0,0,0,0,0,5,0,5,4,0,0,0,0,0,14
80104104426,3,0,9,0,0,3,0,0,0,15,93,75,151,92,50,30,12,0,0,503
80104104502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104504,3,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,8
80104104601,0,0,3,0,0,5,0,0,0,8,59,20,41,43,24,37,14,10,0,248
80104104602,5,15,14,7,0,3,0,0,0,44,61,51,126,78,41,30,22,3,0,412
80104104603,0,3,0,0,0,0,0,0,0,3,27,48,15,22,38,41,28,10,0,229
80104104604,0,0,0,0,0,0,0,0,0,0,51,28,40,41,33,23,27,9,0,252
80104104605,3,9,11,4,0,0,3,0,0,30,66,31,78,54,33,15,15,3,3,298
80104104606,3,0,4,3,0,0,0,0,0,10,103,40,59,66,45,34,15,8,0,370
80104104607,3,5,0,0,0,0,0,0,0,8,51,30,33,34,33,23,26,5,8,243
80104104609,11,3,7,11,6,0,3,0,0,41,59,39,52,59,30,22,18,8,5,292
80104104612,0,0,0,0,4,0,0,0,0,4,40,18,32,40,28,18,14,14,5,209
80104104613,0,0,0,0,3,0,0,0,0,3,84,64,55,51,56,41,29,12,5,397
80104104614,3,3,0,6,6,5,0,0,0,23,74,50,24,56,50,29,20,9,0,312
80104104616,6,0,7,3,0,0,0,0,0,16,37,21,46,43,26,18,9,6,0,206
80104104617,4,0,0,0,3,6,0,3,0,16,99,55,76,69,81,58,32,23,5,498
80104104618,8,7,6,5,3,0,0,0,0,29,78,64,57,66,60,32,19,10,0,386
80104104619,5,0,0,6,3,3,0,0,0,17,61,41,49,42,52,29,21,12,0,307
80104104620,3,3,3,0,4,0,0,0,0,13,78,33,53,55,33,28,16,10,5,311
80104104621,0,0,5,6,0,4,0,0,0,15,69,47,72,52,44,22,22,14,0,342
80104104622,17,0,4,5,6,0,0,0,0,32,83,45,55,57,51,36,18,12,0,357
80104104623,5,4,4,4,0,0,5,0,0,22,99,52,88,91,52,59,31,23,0,495
80104104624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104625,5,5,3,0,4,0,0,0,0,17,95,59,67,75,47,49,26,15,0,433
80104104626,0,0,0,5,0,0,0,0,0,5,66,41,55,47,42,37,24,11,0,323
80104104627,0,0,0,0,0,3,0,0,0,3,91,37,59,69,50,33,15,6,8,368
80104104628,0,3,3,6,3,0,3,0,0,18,77,55,77,55,50,30,23,8,0,375
80104104629,0,0,0,0,0,0,5,8,4,17,0,0,0,0,0,6,77,120,26,229
80104104630,4,0,0,3,0,0,0,0,0,7,80,42,61,50,35,27,17,11,0,323
80104104631,8,0,0,5,0,0,0,0,0,13,107,41,56,87,39,12,8,5,0,355
80104104632,11,3,10,6,0,0,0,0,0,30,156,45,150,149,42,27,22,6,0,597
80104104633,4,0,8,3,0,0,5,0,0,20,132,44,128,107,36,19,20,3,0,489
80104104634,6,6,0,5,3,0,0,0,0,20,98,54,77,74,37,21,12,6,3,382
80104104635,12,0,0,4,3,3,3,0,0,25,43,23,46,39,42,36,17,3,0,249
80104104636,6,0,5,11,0,0,0,3,5,30,57,27,55,50,44,33,15,8,6,295
80104104637,11,3,0,0,0,0,5,5,0,24,71,35,55,39,51,27,17,12,0,307
80104104701,0,0,0,0,0,0,0,0,0,0,48,25,33,27,54,52,33,16,0,288
80104104702,3,5,6,0,3,5,3,3,0,28,37,35,26,29,56,57,72,50,8,370
80104104703,0,0,4,0,0,4,3,0,0,11,100,67,27,60,76,75,40,13,5,463
80104104704,0,5,0,0,0,0,0,0,0,5,44,34,15,32,36,41,20,10,0,232
80104104705,9,4,4,8,0,4,0,0,0,29,82,58,30,38,74,73,40,13,0,408
80104104706,0,3,0,0,3,0,0,0,0,6,55,60,43,40,69,39,32,21,3,362
80104104707,0,0,0,0,0,0,0,0,0,0,40,24,23,31,49,22,17,5,0,211
80104104708,0,0,0,0,0,0,0,0,0,0,58,45,39,52,55,29,34,23,4,339
80104104709,0,0,0,0,0,0,0,0,0,0,53,21,21,33,41,26,32,24,8,259
80104104710,6,4,0,0,4,6,0,0,0,20,70,64,30,52,67,78,45,16,0,422
80104104711,0,8,0,3,0,0,0,0,0,11,112,63,51,71,91,58,32,11,5,494
80104104712,3,0,3,0,5,0,0,0,0,11,42,32,46,33,35,29,24,16,3,260
80104104713,8,4,0,0,3,7,0,0,0,22,90,52,50,55,74,57,43,25,3,449
80104104714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104104715,3,0,0,0,0,0,0,0,0,3,37,31,14,22,40,59,49,23,3,278
80104104716,0,7,0,0,0,4,6,0,0,17,67,64,26,37,64,75,57,16,0,406
80104104717,6,0,0,0,3,5,0,0,0,14,64,91,45,43,92,90,50,27,3,505
80104104718,0,0,0,0,4,4,4,0,0,12,68,100,28,36,110,76,42,15,0,475
80104104719,3,0,0,3,4,3,4,0,0,17,77,66,34,39,75,80,57,18,3,449
80104104801,0,0,0,0,0,0,0,0,0,0,54,57,42,32,65,49,21,4,0,324
80104104802,8,3,10,0,0,3,0,3,0,27,120,63,100,80,56,54,41,12,3,529
80104104803,0,0,0,0,5,0,0,0,0,5,80,39,58,66,48,29,13,6,0,339
80104104804,14,5,3,7,6,0,3,0,0,38,96,37,97,64,44,25,23,10,3,399
80104104805,21,3,4,16,6,0,9,0,0,59,115,42,89,109,65,46,33,15,0,514
80104104806,0,4,0,0,6,6,0,0,0,16,59,51,44,62,47,37,18,18,0,336
80104104807,5,3,5,4,0,4,0,0,0,21,71,27,28,47,49,51,35,9,3,320
80104104808,0,0,3,0,0,0,0,0,0,3,72,44,50,57,38,39,36,10,0,346
80104104809,8,5,0,0,5,0,0,4,0,22,68,59,58,62,70,74,60,18,5,474
80104104810,3,3,4,0,0,5,8,0,0,23,57,39,32,40,47,42,35,15,3,310
80104104811,9,0,4,0,3,0,0,0,0,16,61,40,30,42,46,47,45,15,0,326
80104104812,5,4,12,5,7,0,6,0,0,39,107,48,121,97,70,48,39,23,4,557
80104104813,8,0,0,6,0,0,0,0,0,14,65,31,43,43,37,34,25,4,6,288
80104104814,3,0,0,3,0,0,0,0,0,6,109,65,57,85,69,70,35,20,6,516
80104111601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104111702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104111801,9,0,9,8,3,0,0,0,0,29,220,73,134,161,77,17,15,4,0,701
80104111803,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
80104111901,0,7,0,0,0,0,0,0,0,7,6,7,0,0,0,4,0,0,0,17
80104112001,7,0,0,4,0,0,0,0,0,11,133,41,69,103,40,7,4,8,0,405
80104112003,11,0,0,4,0,4,3,0,0,22,165,72,74,134,59,21,12,5,0,542
80104112005,9,0,3,6,0,0,0,0,0,18,126,28,97,96,34,8,3,0,0,392
80104112006,0,0,4,6,3,0,0,0,0,13,138,49,115,103,50,18,8,3,0,484
80104112007,18,3,11,10,3,0,0,0,0,45,134,34,86,101,30,12,11,4,0,412
80104112008,0,6,11,0,0,0,0,0,0,17,90,39,138,62,29,15,10,0,0,383
80104112009,9,0,6,5,0,0,0,0,0,20,106,41,150,96,19,8,9,0,0,429
80104112010,7,4,7,5,5,0,0,0,0,28,163,46,70,118,52,18,14,0,0,481
80104112011,0,0,0,5,3,0,0,0,0,8,101,39,45,80,46,15,10,8,0,344
80104112012,11,6,13,7,3,0,0,0,0,40,193,50,112,121,30,21,4,3,0,534
80104112013,7,8,0,11,6,3,0,0,0,35,151,50,59,121,54,29,9,0,0,473
80104112014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112015,13,0,6,4,3,0,0,0,0,26,106,47,123,86,36,16,8,0,0,422
80104112102,7,6,8,0,0,0,0,0,0,21,85,30,86,64,12,16,9,0,0,302
80104112103,0,4,0,0,0,0,0,0,0,4,20,14,23,19,13,11,0,0,0,100
80104112104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112105,0,0,0,0,0,0,0,0,0,0,16,0,14,10,3,5,0,0,0,48
80104112106,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,11
80104112107,0,11,8,5,0,0,0,0,0,24,129,50,171,97,25,10,13,0,0,495
80104112108,10,9,5,3,0,3,0,0,0,30,120,43,77,86,28,8,12,0,0,374
80104112109,0,0,0,0,0,0,0,0,0,0,7,3,6,4,3,0,0,0,0,23
80104112110,4,0,4,0,0,0,0,0,0,8,22,0,20,19,7,4,0,0,0,72
80104112111,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,13
80104112112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104112114,9,6,4,14,0,0,0,0,0,33,157,46,87,120,36,16,13,4,0,479
80104112115,0,0,0,0,0,0,0,0,0,0,75,16,62,65,18,10,4,0,0,250
80104112202,3,4,9,8,0,0,0,0,0,24,136,31,98,105,50,10,13,3,0,446
80104112203,3,3,3,0,0,0,0,0,0,9,56,25,47,36,31,13,6,3,0,217
80104112204,3,0,5,4,4,0,0,0,0,16,136,41,93,110,26,22,9,6,0,443
80104112205,3,0,0,0,0,0,0,0,0,3,77,14,57,70,22,11,5,0,0,256
80104112206,0,0,0,0,0,0,0,0,0,0,14,8,9,13,9,0,0,0,0,53
80104112207,5,0,0,0,0,0,0,0,0,5,37,12,51,26,22,6,4,0,0,158
80104112208,3,0,0,3,0,3,0,0,0,9,141,36,74,122,51,13,15,5,0,457
80104112209,10,0,3,5,0,0,0,0,0,18,120,35,86,94,35,12,4,0,0,386
80105104901,4,478,27,3,0,0,0,0,0,512,6,2509,267,51,7,0,0,0,0,2840
80105104902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105104903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105104904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105001,9,7,3,9,8,0,0,0,0,36,88,55,59,79,70,46,32,22,12,463
80105105002,0,0,3,6,3,10,0,0,0,22,57,31,36,41,45,49,23,10,5,297
80105105003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80105105004,0,0,5,0,0,4,5,0,0,14,50,32,30,33,27,29,34,14,6,255
80105105005,4,9,6,6,3,0,0,0,0,28,95,70,49,65,80,75,49,19,9,511
80105105006,7,6,0,6,6,12,3,0,0,40,53,54,60,42,61,75,46,16,13,420
80105105007,0,0,0,0,0,3,0,0,0,3,36,38,32,33,39,42,32,15,4,271
80105105008,4,0,0,0,0,5,0,4,0,13,52,30,26,39,32,27,28,9,8,251
80105105011,8,3,0,7,3,0,6,0,0,27,103,75,59,70,93,82,61,30,11,584
80105105012,10,5,0,3,0,9,0,0,0,27,93,50,51,79,50,61,29,18,10,441
80105105013,8,0,0,3,10,0,5,0,0,26,90,97,54,56,80,81,66,7,7,538
80105105014,4,3,0,7,3,5,0,0,0,22,71,43,27,56,48,40,12,5,3,305
80105105015,0,0,0,0,0,0,4,10,16,30,9,11,21,6,16,12,54,118,143,390
80105105016,4,0,0,0,0,5,0,0,0,9,49,23,35,33,40,21,16,10,8,235
80105105017,0,3,0,0,0,0,0,0,0,3,38,55,31,30,30,22,20,8,4,238
80105105018,0,0,0,0,0,0,4,0,0,4,28,25,31,28,25,25,25,10,8,205
80105105101,3,6,18,4,0,0,0,0,0,31,30,128,272,67,24,20,10,6,0,557
80105105102,0,9,8,6,4,8,3,6,0,44,31,63,88,48,34,71,66,31,3,435
80105105105,4,19,39,17,0,0,3,0,0,82,30,218,454,172,62,54,27,7,0,1024
80105105109,0,10,24,5,7,3,0,0,0,49,47,167,247,105,67,44,26,6,9,718
80105105110,0,0,4,4,3,0,0,0,0,11,12,30,108,36,11,3,5,0,0,205
80105105111,4,5,15,4,0,0,0,0,0,28,27,113,223,73,37,29,24,8,0,534
80105105112,0,4,12,5,0,4,0,0,0,25,16,30,81,48,12,16,10,7,0,220
80105105113,0,3,8,4,3,0,3,0,0,21,12,26,123,59,22,19,18,13,0,292
80105105114,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
80105105115,5,4,15,4,0,0,3,0,3,34,46,76,125,52,55,33,54,25,23,489
80105105116,5,11,15,13,3,3,0,0,0,50,26,63,161,67,33,19,9,4,0,382
80105105117,0,4,4,4,0,0,0,0,0,12,10,43,103,37,22,24,0,4,0,243
80105105118,0,6,8,6,0,0,0,0,0,20,11,57,155,59,18,11,0,0,0,311
80105105119,0,0,9,3,8,0,0,0,0,20,14,67,170,84,39,22,4,3,0,403
80105105120,0,3,19,8,4,0,0,0,0,34,18,81,257,113,43,32,8,3,0,555
80105105301,0,5,18,12,9,9,4,5,0,62,24,70,210,110,88,93,65,42,9,711
80105105302,0,0,14,0,0,0,0,0,0,14,24,68,183,72,41,38,20,4,0,450
80105105305,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4
80105105306,0,0,8,4,0,0,0,0,0,12,17,24,90,43,29,17,18,5,0,243
80105105307,0,162,22,0,0,0,0,0,0,184,0,734,76,11,0,0,0,0,0,821
80105105308,0,119,10,0,0,0,0,0,0,129,0,508,62,12,0,0,0,0,0,582
80105105311,0,11,8,0,5,0,0,0,0,24,7,115,151,48,23,0,20,0,0,364
80105105312,3,6,17,12,3,7,3,0,0,51,22,56,171,95,77,55,21,14,4,515
80105105313,0,8,7,3,0,0,0,0,0,18,8,100,178,40,25,21,16,0,0,388
80105105314,0,9,32,12,3,3,0,0,0,59,39,134,333,105,65,41,27,10,0,754
80105105404,12,7,3,3,0,0,0,0,0,25,79,88,63,66,74,46,18,13,7,454
80105105405,0,0,5,0,0,0,0,0,0,5,42,25,34,22,26,14,5,4,0,172
80105105406,0,4,3,4,3,3,0,5,0,22,98,94,90,85,65,67,40,24,3,566
80105105407,12,15,12,4,0,0,0,0,0,43,83,101,115,73,60,41,22,16,8,519
80105105408,0,5,0,4,0,0,5,3,0,17,25,57,59,48,21,16,12,9,5,252
80105105409,3,5,21,5,3,3,0,0,0,40,60,160,373,120,61,46,19,17,5,861
80105105410,0,0,0,0,0,0,0,0,0,0,43,89,200,69,30,22,7,4,3,467
80105105501,5,3,4,0,5,6,4,0,0,27,88,67,75,79,64,51,28,30,13,495
80105105502,9,0,7,4,8,0,0,0,0,28,63,35,69,68,52,36,15,18,4,360
80105105503,0,0,7,3,0,0,0,0,0,10,77,42,53,60,49,36,30,25,14,386
80105105504,5,0,5,0,0,3,0,0,0,13,77,73,71,85,50,37,33,7,10,443
80105105505,0,7,4,8,4,0,0,4,0,27,71,61,161,100,54,47,34,17,7,552
80105105506,3,0,7,8,6,8,5,0,0,37,90,80,113,99,51,39,30,16,4,522
80105105507,3,4,4,6,0,4,4,0,0,25,72,81,55,87,53,42,44,25,5,464
