SA1_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
80105106014,27,202,69,16,0,314,7,318
80105106015,44,132,58,15,4,253,4,255
80105106101,21,69,56,13,8,163,3,172
80105106102,9,47,46,10,7,127,0,127
80105106103,3,79,78,10,5,173,0,173
80105106106,4,32,34,5,9,85,0,84
80105106107,6,55,50,16,6,133,0,132
80105106108,13,116,54,12,12,214,4,217
80105106109,6,53,57,18,8,147,0,145
80105106110,10,48,62,5,9,136,0,139
80105106111,20,54,46,6,3,136,6,134
80105106112,6,52,52,9,5,119,0,122
80105106113,0,70,35,5,5,122,0,122
80105106114,13,153,90,17,3,285,4,289
80105106116,7,175,81,12,3,286,0,286
80105106117,0,0,0,0,0,0,0,0
80105106118,0,0,0,0,0,0,0,0
80105106119,3,56,80,12,3,154,0,154
80105106120,3,123,120,12,3,261,4,260
80105106121,0,30,51,9,0,104,0,104
80105112301,0,0,0,0,0,0,0,0
80105112401,38,112,75,22,9,256,0,256
80105112402,13,89,47,15,5,169,0,169
80105112403,4,54,65,18,10,157,0,160
80105112404,11,75,53,24,11,178,0,179
80105112405,7,33,46,17,10,122,0,119
80105112406,3,40,63,29,12,145,0,144
80105112407,11,134,91,27,7,270,0,270
80105112408,7,47,30,15,3,103,0,103
80105112410,8,120,65,5,0,202,0,202
80105112411,12,122,84,19,0,232,0,237
80105112501,4,51,72,11,3,139,0,139
80105112502,0,0,0,0,0,0,0,0
80105112601,0,0,0,0,0,0,0,0
80105112602,0,0,0,0,0,0,0,0
80105112701,62,38,24,8,4,133,3,138
80105112702,48,135,34,5,0,220,3,224
80105112703,26,109,57,17,17,227,0,227
80105112704,3,38,36,20,10,107,0,111
80105112801,0,0,0,0,0,0,0,0
80106106201,46,147,60,14,0,266,4,267
80106106202,5,58,84,25,15,187,0,187
80106106203,0,0,0,0,0,0,0,0
80106106204,3,39,53,11,9,119,0,119
80106106205,5,81,81,22,4,194,0,199
80106106206,0,20,52,16,3,92,0,92
80106106207,6,40,58,21,7,138,0,137
80106106208,0,24,55,5,7,99,0,101
80106106209,4,22,57,19,9,105,5,110
80106106301,27,241,162,32,11,474,3,475
80106106302,0,13,49,17,12,85,0,85
80106106303,3,61,55,21,20,155,0,155
80106106304,0,9,36,16,18,78,0,78
80106106401,21,100,37,5,0,165,0,161
80106106402,8,46,85,39,13,194,0,194
80106106403,15,45,43,10,3,119,0,119
80106106405,5,121,104,35,13,280,9,284
80106106407,0,26,40,13,12,90,0,90
80106106409,0,0,0,0,0,0,0,0
80106106410,14,62,35,0,0,110,0,110
80106106411,50,226,72,12,0,354,5,360
80106106413,9,40,63,19,5,141,0,141
80106106414,0,6,8,0,0,17,0,17
80106106415,3,32,55,17,8,116,0,113
80106106416,0,37,62,18,10,124,0,124
80106106417,3,35,3,0,0,44,0,44
80106106418,22,123,29,0,0,179,5,176
80106106419,15,101,53,7,0,179,0,179
80106106420,8,136,54,4,0,200,0,198
80106106601,0,0,0,0,0,0,0,0
80106106701,13,61,51,17,3,146,3,145
80106106702,33,56,30,7,4,130,3,132
80106106703,3,40,39,17,8,104,0,111
80106106704,11,66,36,11,7,136,3,138
80106106705,19,58,49,14,5,137,0,137
80106106706,17,74,55,8,0,155,0,156
80106106707,14,149,70,7,0,243,0,242
80106106708,3,43,72,20,5,135,0,137
80106106709,8,53,35,9,0,107,4,114
80106106710,7,40,49,14,7,112,0,115
80106106712,5,41,63,14,3,127,0,127
80106106713,3,37,60,15,5,126,0,130
80106106714,11,46,49,10,3,109,0,109
80106106715,10,52,46,19,5,133,3,136
80106106716,0,24,41,10,9,86,0,86
80106106717,7,88,62,11,3,169,0,171
80106106718,0,0,9,0,0,8,0,8
80106106719,6,130,82,13,0,233,3,235
80106106801,0,0,0,0,0,0,0,0
80106106901,0,16,54,12,6,88,0,90
80106106902,0,3,22,10,17,56,0,60
80106106903,0,30,66,22,11,137,0,137
80106106904,0,25,31,19,5,81,0,81
80106106905,24,88,84,21,10,226,0,229
80106106906,10,64,78,19,8,181,6,181
80106106907,4,22,59,18,6,112,0,112
80106106908,0,0,0,0,0,0,0,0
80106106909,0,21,50,23,18,120,0,119
80106107001,0,47,52,8,10,127,0,124
80106107002,4,68,86,15,8,182,0,182
80106107003,0,57,86,19,6,172,0,173
80106107004,17,59,48,4,3,138,0,142
80106107005,8,55,74,22,18,173,0,173
80106107006,0,57,46,15,3,124,0,124
80106107007,12,99,95,22,15,238,0,242
80106107008,3,16,44,10,4,76,0,76
80106112901,16,221,83,7,3,328,5,333
80106112902,7,61,44,12,5,128,0,127
80106112903,31,328,112,9,0,484,0,481
80106113002,0,0,0,0,0,0,0,0
80106113003,0,0,0,0,0,0,0,0
80106113004,0,0,0,0,0,0,0,0
80106113005,0,0,0,0,0,0,0,0
80106113006,0,0,0,0,0,0,0,0
80106113007,0,7,6,0,0,7,0,7
80106113101,8,133,54,8,0,197,0,201
80106113103,28,205,94,15,5,350,5,354
80106113104,6,74,22,0,0,99,0,100
80106113106,21,232,90,18,4,362,5,365
80106113107,25,184,68,3,0,278,4,279
80106113108,14,147,57,13,0,221,0,222
80106113109,15,148,75,10,4,242,0,242
80106113111,0,0,8,0,0,7,0,7
80106113112,14,85,58,10,3,170,3,175
80106113113,7,152,85,9,5,262,0,262
80106113114,14,139,50,0,0,206,0,207
80106113115,13,57,46,17,4,137,0,137
80106113116,6,78,27,5,0,114,0,114
80106113117,5,143,41,0,0,191,0,191
80106113118,21,156,55,0,0,244,0,239
80106113119,15,125,54,6,0,199,0,199
80107107101,0,0,0,0,0,0,0,0
80107107102,0,26,62,32,29,148,0,148
80107107104,0,39,36,11,8,99,0,99
80107107105,5,50,65,24,16,163,0,166
80107107106,3,47,54,17,7,130,0,130
80107107107,0,41,61,17,15,130,0,132
80107107108,7,96,89,28,9,224,0,224
80107107109,8,24,63,22,18,130,0,132
80107107110,10,93,102,39,16,259,4,259
80107107111,0,23,24,22,15,84,0,84
80107107112,0,26,93,49,23,180,0,185
80107107113,0,24,36,23,4,91,0,91
80107107114,0,37,47,20,11,109,6,111
80107107202,17,92,42,9,7,169,3,170
80107107203,0,28,60,19,16,125,0,125
80107107204,3,87,70,23,3,195,0,200
80107107205,3,63,102,37,3,210,0,208
80107107206,23,118,75,13,3,233,0,239
80107107207,4,42,53,16,15,134,5,130
80107107208,4,52,67,36,19,175,3,179
80107107209,0,0,0,0,0,0,0,0
80107107210,3,28,49,21,10,116,0,116
80107107211,0,14,33,18,11,73,0,73
80107107301,0,30,60,28,17,143,0,143
80107107302,0,50,62,32,13,158,0,160
80107107303,7,38,86,33,23,177,0,177
80107107304,3,68,62,13,3,150,0,150
80107107307,3,43,73,25,12,156,0,155
80107107308,0,17,50,20,13,100,0,103
80107107309,0,31,79,37,24,173,4,178
80107107310,0,12,61,30,27,134,0,134
80107107311,9,97,88,30,9,234,6,238
80107107312,0,20,43,34,15,114,0,117
80107107313,5,61,53,19,5,138,9,147
80107107314,0,19,37,15,9,81,0,81
80107107315,0,0,0,0,0,0,0,0
80107107316,8,52,50,7,3,121,3,118
80107107317,0,18,49,37,10,120,0,118
80107107401,4,49,72,27,17,160,3,162
80107107402,25,62,90,22,17,216,4,215
80107107403,0,30,50,19,13,112,0,114
80107107404,13,68,49,13,3,142,3,142
80107107405,5,47,63,24,16,160,0,160
80107107406,8,46,83,25,8,164,0,167
80107107407,0,58,74,37,18,184,0,184
80107107408,0,11,42,16,12,82,0,82
80107107409,3,27,67,32,19,153,0,151
80107107410,0,27,44,17,16,112,0,112
80107107411,0,41,65,32,19,164,0,164
80107107412,7,23,41,16,11,91,0,91
80107107413,5,28,55,21,6,112,0,112
80107107502,4,23,38,26,18,108,0,108
80107107503,5,34,64,16,12,136,0,135
80107107504,17,75,71,18,8,188,3,191
80107107505,0,52,74,30,14,169,0,168
80107107506,5,49,55,23,18,150,9,153
80107107507,0,29,72,21,9,134,0,134
80107107508,3,16,30,18,22,84,0,89
80107107509,0,11,37,6,10,70,0,70
80107107510,6,36,66,41,18,169,3,166
80107107512,5,20,45,16,14,93,0,98
80107107513,4,27,54,23,6,108,5,108
80107107514,0,0,0,0,0,0,0,0
80107107515,0,0,0,0,0,0,0,0
80107107516,0,83,87,27,18,220,0,218
80107107517,0,18,47,17,20,95,0,95
80107107601,0,16,67,21,7,112,0,112
80107107602,0,27,72,19,12,130,0,130
80107107603,4,49,72,25,6,154,0,154
80107107604,0,31,72,18,11,138,0,133
80107107605,0,29,65,15,18,127,0,127
80107107606,0,34,74,33,15,152,0,150
80107107607,0,0,0,0,0,0,0,0
80107107608,3,17,66,31,16,138,0,138
80107107609,0,11,32,24,7,80,0,81
80107107701,0,61,86,40,22,212,3,216
80107107702,0,29,51,21,13,121,0,121
80107107703,4,28,44,22,16,115,7,119
80107107704,3,37,48,19,9,113,0,112
80107107705,0,41,63,30,20,153,0,156
80107107706,4,31,53,18,3,111,0,111
80107107707,0,26,44,27,20,117,0,123
80107107708,0,0,0,0,0,0,0,0
80107107801,18,100,74,16,6,211,0,216
80107107802,0,39,31,19,3,94,0,94
80107107803,9,65,53,20,7,155,3,155
80107107804,3,53,59,10,7,126,0,124
80107107805,0,48,51,24,12,136,0,136
80107107806,0,44,63,16,10,146,0,141
80107107807,9,32,36,14,8,96,0,96
80107107808,4,62,44,25,19,152,0,152
80107107809,0,9,40,17,13,85,0,85
80107107810,29,113,68,22,16,246,0,245
80107107811,10,96,90,14,12,217,5,223
80107107812,0,49,64,15,5,132,0,132
80107107813,0,27,54,14,19,120,0,120
80107107814,0,25,61,32,31,153,0,160
80107107815,4,55,57,12,0,129,0,133
80107107816,0,13,45,11,14,90,0,91
80107107817,0,13,44,14,5,79,0,81
80107107818,0,20,72,22,13,131,3,134
80107107819,0,15,33,16,11,77,0,77
80107107820,0,23,63,22,17,133,3,137
80107107821,0,24,62,34,17,134,0,142
80107107901,4,25,54,16,4,102,3,104
80107107902,0,29,69,26,14,138,0,138
80107107903,3,43,77,28,10,166,4,164
80107107904,6,26,76,22,3,129,3,129
80107107905,5,37,67,25,10,144,0,145
80107107906,3,23,61,31,6,135,0,135
80107107907,9,27,43,28,4,106,0,104
80107107908,0,16,51,17,6,90,0,90
80107107909,5,28,31,18,10,92,0,93
80107108002,10,110,60,7,3,189,4,197
80107108003,20,192,158,32,14,416,3,421
80107108006,21,89,17,0,0,126,0,126
80107108007,45,97,73,11,5,229,8,234
80107108008,0,23,32,5,0,63,0,64
80107108009,0,0,0,0,0,0,0,0
80107108010,0,0,0,0,0,0,0,0
80107108011,27,164,65,12,3,270,4,273
80107108012,0,0,0,0,0,0,0,0
80107108013,29,219,53,11,0,310,0,313
80107108014,0,7,10,3,0,18,0,18
80107108015,26,164,57,6,0,246,0,251
80107108016,9,131,50,5,0,196,0,196
80107108101,9,65,57,20,11,150,0,150
80107108102,4,55,46,17,10,131,0,131
80107108103,9,36,66,30,13,152,4,153
80107108104,0,21,49,22,11,103,0,103
80107108105,3,29,43,30,13,114,0,118
80107108106,0,33,56,21,8,121,0,128
80107108107,0,21,51,16,11,104,0,105
80107108108,3,61,73,19,12,167,0,170
80107108109,0,21,49,21,15,109,0,106
80107108111,4,15,56,24,14,103,0,103
80107108112,5,64,40,14,3,125,4,125
80107108113,20,83,11,0,0,113,0,119
80107108114,5,51,36,7,3,106,0,106
80107108201,6,43,47,11,8,109,7,112
80107108202,4,25,39,9,7,84,0,84
80107108203,20,89,68,16,4,203,4,210
80107108204,0,47,40,21,17,124,0,124
80107108205,3,55,45,18,4,126,0,128
80107108206,0,35,37,18,9,107,4,109
80107108207,14,125,76,23,20,258,7,265
80107108208,0,12,42,15,3,72,0,75
80107108209,0,27,35,13,8,89,0,90
80107108210,4,55,72,29,19,189,0,189
80107108211,6,42,54,16,13,124,0,124
80107108212,5,46,69,22,7,151,0,151
80107108213,5,55,96,33,16,204,0,199
80107108214,4,33,43,4,12,92,5,91
80107108215,29,173,68,7,0,282,7,284
80107108216,4,66,58,18,5,159,3,158
80107108217,6,46,63,23,14,148,0,143
80107108218,0,40,71,24,0,135,0,138
80107108219,8,67,70,26,20,196,0,195
80107108220,3,71,65,28,5,174,0,173
80107108221,4,36,58,14,12,119,0,120
80107108222,6,41,63,15,14,139,0,139
80107108223,0,34,43,10,6,102,0,97
80107108224,8,42,76,15,10,152,0,152
80107108225,0,33,49,12,9,95,4,105
80107108226,20,74,80,16,5,199,5,206
80107108227,16,50,70,22,7,164,4,169
80107108228,0,24,36,9,3,81,0,81
80107108229,0,37,84,22,21,161,0,160
80107108230,0,31,58,20,5,114,0,114
80107108231,5,53,40,17,10,123,0,125
80107108232,0,9,56,27,6,102,0,102
80107108233,5,35,41,13,7,98,0,105
80107108234,9,32,53,17,7,115,0,115
80107108235,9,70,84,30,22,206,0,206
80107108236,10,68,78,29,18,200,0,200
80107108237,3,20,63,32,19,136,0,136
80107108238,0,13,65,34,12,122,0,122
80107108239,5,36,31,21,12,105,0,106
80107108240,0,11,37,14,15,80,0,80
80107108241,8,34,78,23,11,160,4,160
80107108301,5,34,103,26,13,178,0,178
80107108302,0,33,64,34,16,141,0,144
80107108303,4,39,84,33,4,169,0,170
80107108401,0,21,31,7,9,69,0,71
80107108402,0,18,43,13,9,84,0,85
80107108403,0,34,51,15,9,115,0,115
80107108404,11,68,64,12,5,156,5,161
80107108405,11,40,61,16,13,139,0,136
80107108406,0,17,44,24,5,94,0,94
80107108407,0,24,55,11,11,105,0,105
80107108408,0,28,74,29,12,141,0,141
80107108409,0,18,42,9,11,82,0,84
80107108410,0,15,40,14,8,75,0,75
80107108411,0,41,56,29,15,135,0,135
80107108412,6,82,60,16,0,175,0,171
80107108413,0,19,38,10,8,82,0,77
80107108414,4,77,43,3,0,130,0,129
80107108415,5,45,45,24,9,126,0,126
80107108417,57,126,49,13,6,258,5,262
80107108418,0,21,38,18,3,83,0,83
80107108419,7,8,4,0,0,15,0,15
80107108420,16,27,10,0,0,44,0,44
80107108501,0,0,0,0,0,0,0,0
80107108601,3,34,42,21,4,103,0,104
80107108602,0,20,38,14,3,82,0,78
80107108603,5,57,63,22,7,157,0,158
80107108604,0,24,32,24,3,83,0,81
80107108605,6,62,72,20,18,180,0,180
80107108701,6,50,63,32,21,155,3,163
80107108702,5,40,51,29,13,135,0,134
80107108703,14,72,97,35,5,223,4,226
80107108704,8,45,44,5,3,106,7,109
80107108705,3,63,59,23,21,169,4,167
80107108706,3,61,93,28,20,213,0,218
80107108707,7,29,32,22,5,97,0,97
80107108801,3,32,74,24,21,159,0,159
80107108802,0,21,49,16,15,101,0,101
80107108803,3,15,61,20,14,119,5,123
80107108804,0,27,79,21,15,140,0,140
80107108805,3,65,49,17,8,143,0,142
80107108806,3,35,36,20,10,101,5,106
80107108807,7,38,64,27,19,158,0,159
80107108808,0,34,44,22,14,103,0,103
80107108809,0,48,78,43,16,185,0,184
80107108810,7,44,29,11,3,97,3,102
80107108901,0,6,3,4,0,14,0,14
80107109001,0,35,24,13,7,77,0,80
80107109002,0,21,33,8,7,72,0,70
80107109003,0,35,93,28,14,171,0,171
80107109004,12,78,98,26,13,220,4,225
80107109005,8,55,50,27,5,147,3,147
80107109006,7,54,57,19,3,140,0,140
80107109007,45,102,59,8,0,211,7,219
80107109008,4,45,77,34,20,180,0,180
80107109009,5,30,55,16,4,115,0,115
80107109010,4,59,67,29,19,178,5,181
80107109011,0,49,98,27,12,181,0,181
80107109012,4,50,32,19,6,112,0,114
80107109013,0,24,50,22,12,108,0,110
80107109014,3,51,81,22,8,170,0,175
80107109015,3,25,60,17,7,115,0,115
80107109016,6,41,75,25,23,171,5,173
80107109017,0,24,24,8,5,61,0,67
80107109018,3,37,66,15,9,127,0,127
80107109019,5,56,95,17,14,183,0,184
80107109020,3,41,48,12,10,111,0,112
80107113201,0,0,0,0,0,0,0,0
80107113202,0,0,0,0,0,0,0,0
80108109101,3,23,53,16,5,98,6,101
80108109102,0,27,52,23,8,116,0,117
80108109103,11,69,59,14,10,165,0,167
80108109104,5,30,44,12,3,91,0,91
80108109105,0,16,49,27,14,108,0,108
80108109106,0,30,77,32,19,162,0,162
80108109107,0,28,56,22,14,121,0,121
80108109108,4,32,73,30,18,160,0,161
80108109201,17,101,74,33,11,231,0,231
80108109202,9,50,62,21,11,150,4,154
80108109203,4,52,67,20,10,155,0,153
80108109204,0,36,55,8,12,113,0,116
80108109205,0,36,54,19,9,122,0,124
80108109206,0,35,67,15,4,118,4,127
80108109207,0,39,65,17,11,129,0,129
80108109208,3,38,82,27,16,161,0,164
80108109209,0,0,12,12,7,33,6,36
80108109210,0,0,0,0,0,0,0,0
80108109301,33,130,53,11,7,237,5,235
80108109302,8,29,38,15,3,88,0,88
80108109303,6,61,71,18,17,169,3,173
80108109304,0,92,114,25,27,257,0,257
80108109305,4,80,88,15,16,212,0,212
80108109306,9,81,119,21,13,241,0,241
80108109401,9,58,58,21,13,164,0,165
80108109402,0,0,0,0,0,0,0,0
80108109403,0,31,39,11,9,89,0,89
80108109404,9,135,126,14,9,291,3,292
80108109405,4,60,113,20,10,202,0,203
80108109406,13,88,72,19,4,194,0,197
80108109407,4,49,60,13,11,137,3,140
80108109501,3,39,43,11,10,108,0,108
80108109502,9,32,66,13,9,126,0,121
80108109503,17,37,41,9,0,107,0,107
80108109504,24,79,47,15,5,179,0,180
80108109505,4,58,76,17,14,165,4,167
80108109506,3,44,49,9,3,116,0,116
80108109507,0,72,58,17,3,154,3,158
80108109508,6,70,93,22,3,192,0,191
80108109509,9,49,56,17,11,135,3,139
80108109601,5,49,53,26,14,141,0,148
80108109602,9,63,43,20,9,137,4,139
80108109603,5,82,95,25,17,221,0,221
80108109604,11,52,57,20,6,142,0,146
80108109605,3,28,59,14,12,116,0,116
80108109701,44,72,66,19,12,204,8,209
80108109702,0,47,78,22,6,154,0,154
80108109703,3,56,79,18,7,169,0,170
80108109705,10,56,23,7,0,92,0,97
80108109706,9,48,66,11,4,131,0,131
80108109707,0,60,70,13,10,157,0,160
80108109708,10,52,59,12,11,144,0,146
80108109801,27,89,39,5,3,166,0,166
80108109802,4,57,52,16,7,134,0,139
80108109804,0,31,51,11,0,99,0,99
80108109806,5,84,58,5,0,156,3,159
80108109807,20,49,31,8,7,114,4,119
80108109808,7,55,71,21,18,163,0,165
80108109809,6,64,96,30,9,203,3,204
80108109810,3,27,27,6,3,61,0,61
80108109811,0,0,0,0,0,0,0,0
80108109812,0,44,46,11,8,113,0,113
80108109813,0,26,53,17,6,99,0,103
80108109814,3,58,58,24,7,158,0,158
80108113301,0,0,3,0,0,3,0,3
80109109901,23,137,115,34,22,322,3,325
80109109902,26,145,80,18,15,282,0,282
80109109903,5,36,54,18,9,122,0,122
80109109904,3,52,58,13,10,147,0,145
80109109905,6,84,67,25,3,184,0,184
80109110001,0,52,87,18,10,170,0,171
80109110002,7,25,63,27,11,136,0,141
80109110003,0,32,41,17,5,92,0,92
80109110004,16,90,99,27,7,244,4,247
80109110005,9,61,89,20,17,204,0,200
80109110006,11,49,78,13,6,155,0,152
80109110007,0,31,50,11,0,87,0,87
80109110008,22,120,96,22,15,266,0,266
80109110010,4,52,83,27,12,182,0,182
80109110011,8,41,39,14,3,94,0,94
80109110012,14,52,81,13,14,174,0,178
80109110013,14,66,31,9,0,119,4,126
80109110014,5,30,38,9,7,89,0,85
80109110101,5,54,38,10,6,110,0,117
80109110102,5,17,68,24,11,132,0,132
80109110104,0,36,56,20,10,124,0,127
80109110105,8,47,63,23,10,153,0,153
80109110106,27,143,36,16,12,236,6,245
80109110107,5,64,74,32,13,185,6,188
80109110108,5,49,88,26,18,184,0,186
80109110109,0,26,51,22,8,113,0,117
80109110110,3,26,45,18,8,95,0,97
80109110201,0,0,0,0,0,0,0,0
80109110202,21,75,77,20,12,205,0,205
80109110203,16,61,66,20,12,172,0,174
80109110204,0,23,59,15,17,108,0,110
80109110205,0,38,45,13,5,104,0,104
80109110206,3,35,51,13,9,105,0,105
80109110207,18,174,117,9,0,321,0,323
80109110209,0,23,43,21,6,91,0,91
80109110210,0,0,0,0,0,0,0,0
80109110211,3,53,55,21,9,133,5,134
80109110301,33,125,46,9,8,220,0,220
80109110302,4,29,59,28,9,123,0,123
80109110303,3,50,62,15,6,132,0,132
80109110304,0,43,75,18,7,146,0,146
80109110305,0,35,43,12,0,95,0,95
80109110306,15,55,65,16,8,160,6,163
80109110307,9,52,79,19,9,165,0,168
80109110308,5,38,32,4,4,80,0,80
80109110401,4,61,110,47,20,239,0,239
80109110402,11,58,44,6,9,126,6,129
80109110403,6,56,76,26,4,164,0,169
80109110404,0,35,77,22,10,152,0,155
80109110405,4,74,104,25,12,215,4,217
80109110406,0,0,0,0,0,0,0,0
80109110501,0,0,0,0,0,0,0,0
80109110502,18,95,78,33,12,227,0,227
80109110503,31,77,41,5,6,165,5,170
80109110504,49,211,59,11,0,332,4,335
80109110505,7,50,58,17,4,134,0,141
80109110506,15,83,80,22,10,204,0,204
80109110507,31,119,89,20,7,272,6,269
80109110601,5,76,86,24,15,205,4,206
80109110602,9,93,90,16,12,220,0,222
80109110603,11,62,65,11,19,168,3,173
80109110604,30,71,37,0,6,143,3,146
80109110605,36,163,50,10,0,258,3,268
80109110606,0,63,87,19,18,184,0,185
80109110607,7,61,77,27,7,179,0,177
80109110701,0,27,48,23,15,114,0,114
80109110702,4,31,75,43,50,194,4,198
80109110801,0,0,0,0,0,0,0,0
80109110802,10,51,25,9,5,101,0,110
80109110803,16,76,87,39,13,223,0,226
80109110804,16,97,64,16,11,209,0,209
80109110805,0,63,69,20,13,165,5,166
80109110806,0,31,50,22,23,117,3,120
80109110807,7,106,77,21,13,228,0,228
80109110901,18,89,13,0,3,132,0,133
80109110904,0,0,0,0,0,0,0,0
80109110905,23,62,27,0,3,119,5,124
80109110907,9,95,34,10,0,151,0,158
80109110908,41,145,18,0,4,204,0,205
80109110910,3,112,65,13,0,190,0,191
80109110913,9,78,31,5,0,127,0,131
80109110915,31,136,72,13,7,260,8,264
80109110916,14,189,63,7,0,276,4,278
80109110917,46,282,113,9,5,461,5,466
80109110918,16,140,91,3,0,245,5,245
80109110919,0,0,0,0,0,0,0,0
80109110920,0,0,0,0,0,0,0,0
80109110921,40,284,91,13,0,424,6,433
80109111001,7,67,86,19,15,195,5,198
80109111002,14,92,53,28,6,195,6,198
80109111003,0,25,40,8,12,94,0,94
80109111004,0,55,72,19,12,159,0,162
80109111005,5,25,50,12,13,104,0,111
80109111006,0,19,48,22,11,100,0,100
80110113401,0,0,0,0,0,0,0,0
80110113505,0,46,56,5,3,116,0,117
80110113506,0,20,75,25,7,126,0,124
80110113507,5,39,35,7,0,85,0,89
80110113508,11,84,86,22,4,195,0,196
80110113509,0,78,94,18,15,205,0,208
80110113510,5,54,49,12,0,123,0,123
80110113511,0,119,88,10,4,226,5,229
80110113512,3,58,47,15,3,135,0,137
80110113513,4,66,79,23,9,180,0,184
80110113514,8,79,85,16,4,197,4,197
80110113515,0,24,68,15,10,117,0,116
80110113602,6,20,40,10,0,70,0,72
80110113603,0,25,100,28,10,160,0,160
80110113604,3,127,123,11,4,268,0,268
80110113605,0,22,86,24,12,140,0,146
80110113606,8,148,142,21,6,333,0,330
80110113701,0,0,0,0,0,0,0,0
80110113901,0,31,73,16,0,130,0,129
80110113902,0,26,73,16,0,117,0,118
80110113903,8,110,77,9,0,198,5,201
80110113904,0,0,0,0,0,0,0,0
80110113905,4,112,77,14,7,214,0,209
80110113906,0,29,98,21,13,154,0,156
80110113907,4,62,58,10,0,129,0,129
80110113908,0,25,73,12,8,128,0,128
80110113909,9,81,70,4,0,166,0,170
80110113910,6,134,83,10,4,237,0,239
80110114501,0,0,0,0,0,0,0,0
80110114601,0,0,0,0,0,0,0,0
80111114001,0,9,7,0,0,14,0,15
80111114002,0,0,7,5,9,28,0,28
80111114004,0,10,8,8,7,31,0,31
80111114005,0,0,0,0,4,0,0,0
80111114006,0,15,44,21,13,93,0,92
80111114101,0,0,9,3,5,17,0,17
89797979991,0,0,0,0,0,0,0,0
89999949999,0,0,0,0,0,0,0,0
