SA1_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
80107113202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
80108109101,0,0,0,0,3,0,4,0,0,12,0,0,0,6,0,6,4,3,0,17,0,3,0,0,0,0,10,4,0,20,0,0,0,3,0,10,0,5,0,18,0,0,0,5,0,3,0,0,0,11,0,0,0,4,5,3,3,0,0,15,0,0,0,11,3,7,5,0,0,35,0,0,0,4,0,3,0,0,0,10,0,0,0,4,10,7,0,0,0,20,0,0,0,0,0,0,0,0,0,3,7,9,9,39,36,49,41,26,9,222
80108109102,0,0,0,0,0,4,4,0,0,9,0,0,0,6,3,0,0,3,0,15,0,0,0,4,0,0,3,0,0,19,0,3,4,0,8,4,7,5,0,24,0,0,0,6,5,0,3,5,0,14,0,0,6,4,6,7,4,0,0,23,0,0,3,17,17,10,3,0,0,53,0,0,0,9,0,5,0,0,0,11,0,0,0,12,13,3,0,0,0,23,0,0,0,0,0,0,0,5,0,6,27,15,19,51,48,40,42,19,6,277
80108109103,0,0,0,3,0,3,3,3,8,17,0,9,3,0,4,3,0,9,0,27,0,3,0,0,0,4,9,0,0,16,0,0,7,4,5,0,5,4,0,23,0,3,7,0,3,5,7,0,0,25,0,0,0,5,3,4,8,0,0,15,0,0,3,12,21,12,4,0,0,54,0,0,0,5,0,0,0,0,0,8,0,0,0,3,9,5,0,0,0,21,0,8,0,0,0,6,0,3,4,26,12,25,22,43,61,39,53,59,17,333
80108109104,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,9,0,17,0,0,0,3,0,4,0,5,0,15,0,0,5,0,0,0,0,4,0,15,0,0,4,4,3,0,4,0,0,10,0,0,5,10,0,3,0,0,0,16,0,0,5,14,10,3,0,0,0,33,0,0,0,0,5,0,0,0,0,8,0,0,0,0,5,7,4,0,0,16,0,0,0,0,0,0,3,0,0,5,11,8,20,28,29,33,37,28,3,203
80108109105,0,0,0,0,0,0,7,0,0,16,0,0,3,0,0,0,4,0,0,9,0,3,0,0,0,0,5,5,0,9,0,0,5,0,0,8,3,3,0,15,0,4,0,3,0,3,0,0,0,13,0,0,0,3,0,5,3,0,0,14,0,0,0,16,23,8,9,5,0,59,0,0,0,0,5,4,0,0,0,12,0,0,0,15,15,14,5,0,0,55,0,0,0,3,0,0,0,5,0,4,36,15,14,47,51,55,44,21,5,286
80108109106,0,0,0,6,3,4,9,4,0,22,0,0,5,0,3,0,0,0,0,17,0,0,0,4,0,5,11,3,0,27,0,0,5,3,3,4,11,0,0,28,0,0,3,0,10,3,10,3,0,31,0,0,5,3,4,9,0,0,0,24,0,0,7,21,21,16,5,4,0,63,0,0,0,5,0,3,0,0,0,7,0,0,0,7,23,15,0,0,0,47,0,0,0,0,0,0,6,4,0,9,30,17,29,50,75,61,65,39,8,374
80108109107,0,0,0,0,0,5,3,4,0,19,0,0,0,0,0,4,3,3,0,20,0,0,0,4,3,7,0,6,0,24,0,0,3,0,3,0,5,7,0,24,0,0,3,3,4,0,0,3,0,18,0,0,0,0,4,6,0,3,0,19,0,0,0,9,14,11,3,0,0,43,0,0,0,4,9,0,0,0,0,12,0,0,0,8,12,8,7,0,0,32,0,0,0,0,0,0,0,0,0,9,23,21,14,30,53,51,40,49,7,290
80108109108,0,0,3,0,6,5,11,0,0,20,0,0,0,3,0,0,3,0,0,13,0,4,0,8,4,6,7,6,0,27,0,3,4,0,5,5,7,4,0,33,0,0,6,3,4,8,3,0,0,25,0,0,0,5,15,9,0,3,0,30,0,0,3,15,16,10,3,0,4,54,0,0,0,0,8,4,0,0,0,15,0,0,0,7,21,8,9,0,0,51,0,0,0,0,0,0,3,3,0,6,31,19,27,60,74,62,60,33,5,368
80108109201,0,4,3,3,4,4,3,0,3,33,5,4,11,4,6,0,5,3,0,31,0,3,8,16,0,7,4,5,0,48,0,3,13,0,10,3,0,0,0,27,0,6,17,3,0,6,4,0,0,31,0,0,5,0,8,6,0,0,0,30,0,0,22,18,13,4,0,0,0,70,0,0,0,3,8,0,0,0,0,7,0,0,3,0,3,6,0,0,0,20,0,5,0,4,6,6,4,0,3,20,36,41,96,70,69,63,47,25,14,458
80108109202,3,0,4,3,0,0,4,4,0,18,0,3,4,0,3,0,0,0,0,14,0,0,4,3,0,4,5,0,0,25,0,6,6,4,0,4,8,0,0,21,0,0,6,10,5,3,5,0,0,28,0,0,3,4,12,6,0,0,0,22,0,0,9,20,16,5,3,4,0,54,0,0,0,6,0,0,0,0,0,10,0,0,6,11,12,5,0,0,0,39,0,4,0,0,0,0,5,0,0,15,30,22,42,61,62,46,49,16,9,337
80108109203,0,0,0,0,4,4,0,0,0,13,0,0,0,3,0,3,7,0,0,24,0,0,4,8,7,3,4,3,4,34,0,3,7,5,7,8,7,0,0,41,0,4,9,5,4,3,7,0,0,31,0,0,10,11,9,3,4,0,0,34,0,0,12,27,8,10,0,0,0,46,0,0,0,4,0,0,0,0,0,6,0,0,0,8,10,0,0,0,0,16,0,0,0,0,0,3,0,0,0,14,20,30,52,68,49,53,42,21,5,340
80108109204,0,0,0,3,0,0,0,0,0,10,0,3,3,0,5,3,7,4,0,18,0,4,0,6,6,0,4,5,0,19,0,4,3,0,3,4,0,0,0,16,0,6,3,4,0,3,0,0,0,21,0,0,3,7,6,3,0,5,0,23,0,0,8,15,14,5,3,0,0,41,0,0,3,0,0,5,0,0,0,8,0,0,0,3,4,0,0,0,0,12,0,3,6,0,0,5,3,0,0,12,14,20,33,47,48,33,30,24,5,255
80108109205,0,5,5,0,0,0,3,3,0,12,0,6,0,3,0,0,0,5,0,18,0,3,0,6,0,6,0,4,0,16,0,0,0,0,4,0,0,0,0,16,0,0,4,6,9,0,0,0,0,25,0,0,3,5,0,4,0,0,0,15,0,0,9,8,14,9,0,0,0,43,0,0,5,4,0,0,0,0,0,8,0,0,0,6,4,4,0,0,0,8,0,0,0,0,0,0,0,4,0,5,26,10,46,51,47,34,25,30,6,270
80108109206,0,0,3,0,0,3,6,6,0,16,0,0,5,0,6,6,7,6,0,21,0,3,3,4,5,0,3,3,0,25,0,6,0,0,4,3,0,0,0,14,0,0,0,4,4,0,7,4,0,24,0,0,0,4,4,0,0,0,0,16,0,0,4,20,17,4,0,4,0,50,0,0,4,4,0,0,0,0,0,12,0,0,0,7,6,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,35,9,33,47,54,33,30,25,6,275
80108109207,0,0,0,0,5,0,6,0,0,10,0,3,3,0,0,3,0,4,0,20,0,0,4,0,4,0,0,0,0,13,0,4,5,8,5,3,5,5,0,29,0,0,7,5,0,7,0,3,0,25,0,0,4,6,5,3,0,0,0,10,0,0,4,16,21,13,0,0,0,58,0,0,0,3,0,4,0,0,0,12,0,0,0,6,19,0,0,0,0,22,0,0,0,0,0,4,8,7,0,10,25,12,27,42,64,47,32,30,10,290
80108109208,4,0,4,0,0,0,0,3,0,11,0,0,4,3,3,0,3,5,0,25,0,4,3,3,10,7,6,4,0,33,0,0,3,4,7,0,3,3,0,22,0,0,6,8,3,3,0,3,0,27,0,0,0,3,6,8,6,0,0,26,0,0,5,22,28,12,3,0,0,76,0,0,0,3,0,6,3,0,0,19,0,0,3,9,14,5,0,0,0,36,0,0,9,0,0,3,0,0,0,10,33,21,30,71,92,55,41,39,6,391
80108109209,0,0,0,0,3,0,0,0,0,12,0,3,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,16,0,0,0,0,4,0,0,0,0,7,16,21,13,3,31,13,6,4,0,109
80108109210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80108109301,4,3,3,0,6,0,11,8,4,35,3,3,3,3,4,3,7,9,4,46,0,0,3,0,9,0,3,4,0,27,0,0,8,6,8,3,9,5,0,32,0,0,5,3,3,4,0,0,0,24,0,0,6,0,3,0,5,0,0,19,0,0,12,16,14,0,5,0,0,40,0,0,0,4,0,0,0,0,0,5,0,0,3,5,0,0,0,0,0,9,3,4,4,0,4,0,0,5,4,26,23,17,58,52,59,22,77,80,34,417
80108109302,0,0,0,0,0,0,0,5,0,6,0,0,6,0,0,0,0,0,3,12,0,0,7,7,4,0,0,0,0,22,0,0,7,0,4,0,3,0,0,12,0,0,3,5,3,8,0,5,0,16,0,0,4,4,5,0,0,0,0,19,0,0,4,4,16,3,0,0,0,25,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,7,0,0,0,4,0,4,0,0,4,14,10,12,29,32,48,17,23,16,10,208
80108109303,3,0,0,3,0,0,7,0,4,14,0,5,5,12,0,3,12,5,0,44,0,4,8,4,3,5,6,0,0,27,0,0,5,7,5,3,5,8,0,29,0,0,4,4,8,5,3,0,0,21,0,0,5,8,9,3,0,0,0,28,0,0,9,22,24,13,0,4,0,70,0,0,0,6,8,6,0,0,0,17,0,0,6,5,11,5,0,0,0,18,0,0,4,0,0,4,3,0,0,20,29,17,57,75,68,50,34,33,9,381
80108109304,3,3,3,3,3,5,10,0,0,27,0,0,7,7,4,3,12,0,0,37,0,3,16,6,8,10,6,3,0,46,0,0,7,4,7,6,0,8,0,39,0,3,13,12,8,3,0,6,0,62,0,0,11,15,10,5,0,3,0,43,0,0,14,31,36,14,4,6,0,111,0,0,5,5,9,0,0,0,0,25,0,0,3,10,11,3,4,0,0,35,3,0,6,5,3,6,0,6,3,30,49,26,87,122,124,75,48,49,11,585
80108109305,0,0,4,4,3,5,3,5,0,28,0,3,4,5,4,5,7,8,0,32,0,6,10,10,8,4,10,0,0,42,0,7,8,10,8,6,0,0,0,42,0,0,10,6,11,3,0,0,0,33,0,6,3,8,6,3,0,0,0,27,0,0,5,24,33,6,5,0,0,80,0,0,0,4,4,0,3,0,0,13,0,0,3,9,3,6,0,0,0,18,0,3,3,5,5,3,4,0,0,22,37,26,59,104,87,59,50,32,8,467
80108109306,0,0,3,0,3,0,0,5,0,13,0,7,0,8,3,9,3,7,0,34,0,0,7,9,8,6,6,5,0,43,0,0,19,5,5,8,3,4,0,42,0,3,9,13,0,13,0,0,0,39,0,0,17,14,12,6,5,0,0,52,0,0,14,26,9,3,3,0,0,58,0,0,4,5,7,0,0,0,0,27,0,0,0,9,11,0,0,0,0,28,0,0,0,0,0,0,3,0,0,8,27,26,90,96,75,64,54,34,7,473
80108109401,0,0,5,0,0,0,3,6,0,20,0,6,0,6,5,0,6,4,0,23,0,0,0,4,3,7,4,0,0,28,0,4,3,0,5,3,0,0,0,23,0,5,4,4,6,3,5,0,0,24,0,0,0,4,10,0,0,0,0,20,0,3,6,16,17,5,0,4,0,59,0,0,0,3,7,0,0,0,0,16,0,0,0,14,10,0,0,0,0,22,0,0,5,3,0,0,10,0,0,15,26,23,43,63,78,39,55,30,10,361
80108109402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80108109403,0,4,0,0,0,0,0,0,0,9,0,3,0,0,0,3,0,4,0,17,0,7,3,0,0,4,0,5,0,14,0,4,0,0,6,3,0,0,0,12,0,0,0,6,3,0,4,0,0,15,0,0,0,0,6,3,0,0,0,13,0,0,13,14,11,5,0,0,0,40,0,0,0,4,6,3,0,0,0,8,0,0,0,4,3,0,0,0,0,12,0,0,4,0,0,4,6,0,0,10,19,25,24,28,38,30,29,14,0,207
80108109404,0,0,9,0,4,0,4,7,3,25,0,3,9,9,5,5,8,3,3,37,0,3,15,5,7,8,6,12,0,57,0,3,10,9,4,4,9,0,6,45,0,3,10,10,6,9,6,9,5,48,0,0,7,10,12,7,3,0,0,45,0,0,19,41,29,14,10,3,0,107,0,0,0,12,7,0,0,0,0,15,0,0,3,4,6,0,0,0,0,15,6,0,3,4,4,8,0,6,0,27,22,21,94,107,84,83,68,61,25,566
80108109405,0,0,0,0,6,4,7,0,0,24,0,0,0,3,3,3,5,3,0,27,0,0,3,0,8,3,12,4,0,38,0,5,3,6,9,8,11,0,0,39,0,0,7,11,11,0,3,3,0,43,0,0,6,10,7,3,0,0,0,28,0,0,12,17,21,20,9,0,0,84,0,0,0,4,16,0,0,0,0,24,0,0,0,11,12,0,4,0,0,32,0,3,0,0,0,0,7,0,0,13,35,22,55,76,93,55,76,38,13,451
80108109406,0,0,0,0,3,3,0,4,0,17,0,7,8,5,0,6,0,3,0,36,0,0,8,7,9,0,3,0,0,35,0,3,10,5,0,7,0,0,0,30,0,0,14,13,7,3,0,0,0,35,0,0,5,3,9,0,0,0,0,18,0,0,14,34,7,10,4,0,0,63,0,0,0,4,0,0,0,0,0,8,0,0,0,3,4,0,0,0,0,8,3,0,0,4,7,0,0,0,0,16,29,32,75,91,72,40,24,23,6,402
80108109407,0,3,4,0,0,0,3,7,0,21,0,3,4,0,0,5,3,4,0,19,0,0,3,3,3,0,5,5,0,28,0,0,0,4,4,3,0,0,0,17,0,0,4,7,10,3,6,0,0,31,0,0,8,9,8,11,5,0,0,33,0,0,11,13,8,11,0,0,0,42,0,0,0,4,3,0,0,0,0,12,0,0,0,3,3,3,0,0,0,11,0,0,4,5,5,9,0,0,0,21,18,13,46,53,46,60,33,34,10,305
80108109501,0,0,4,5,0,0,9,0,0,15,0,4,0,3,0,4,6,3,0,22,0,0,0,11,4,0,0,7,0,21,0,0,0,4,5,0,0,0,0,9,0,0,9,3,5,0,4,0,0,24,0,0,6,4,4,0,0,0,0,21,0,0,5,8,11,5,4,0,0,31,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,3,3,6,0,0,0,0,9,17,9,44,54,38,25,29,14,4,232
80108109502,0,0,4,0,0,4,0,0,0,10,0,0,4,0,3,3,0,0,0,15,0,3,3,3,0,0,7,0,0,24,0,0,4,4,0,3,0,4,0,22,0,4,5,3,4,3,0,0,0,30,0,0,3,4,4,4,0,0,0,17,0,0,9,17,9,7,0,0,0,46,0,0,0,5,0,3,0,0,0,11,0,0,0,7,3,0,0,0,0,14,0,0,3,10,0,0,0,0,0,10,21,14,43,69,36,38,36,19,4,272
80108109503,0,0,0,4,3,0,3,0,0,20,0,0,0,0,0,0,3,4,0,13,0,0,0,4,4,0,3,3,0,11,0,0,4,5,5,0,0,0,0,13,0,0,6,0,3,7,5,0,0,19,0,0,3,3,3,3,0,0,0,13,0,0,11,14,8,4,0,0,0,33,0,0,0,3,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,3,0,0,0,6,16,15,39,46,34,21,23,16,3,210
80108109504,0,3,0,0,0,6,3,4,0,21,0,5,3,0,0,3,6,0,3,26,0,0,0,3,0,0,6,6,0,19,0,0,5,8,0,7,3,0,0,20,0,0,4,0,6,0,0,3,0,17,0,0,0,3,6,0,0,0,0,9,0,0,7,12,20,7,0,0,0,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,5,0,0,0,14,0,0,0,3,0,0,7,5,0,17,21,18,30,36,53,46,71,44,17,340
80108109505,0,4,4,5,5,0,5,3,0,25,0,0,0,4,5,5,4,7,0,30,0,4,9,4,8,4,0,0,0,34,0,0,3,7,5,0,0,0,0,14,0,0,14,6,4,5,4,0,0,32,0,0,4,5,9,0,0,0,0,22,0,0,6,27,12,11,0,0,0,61,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,8,4,3,12,11,12,4,3,3,0,50,26,17,70,80,64,39,50,30,5,382
80108109506,0,0,0,0,0,0,0,6,0,5,0,0,7,6,3,4,0,0,0,12,0,5,6,5,5,3,0,0,0,20,0,0,7,4,0,0,0,0,0,21,0,0,8,4,11,4,0,0,0,22,0,0,6,4,5,0,0,0,0,20,0,0,8,5,17,3,5,0,0,38,0,0,0,6,10,0,0,0,0,12,0,0,0,3,10,6,0,0,0,17,0,0,0,5,3,0,0,0,0,7,11,15,37,39,56,34,16,10,3,223
80108109507,0,0,4,0,0,5,3,4,0,18,0,0,0,0,3,0,5,0,0,20,0,0,11,4,3,0,3,5,0,35,0,0,6,4,6,3,6,5,0,24,0,0,7,5,0,4,0,0,0,20,0,0,9,3,3,4,0,0,0,22,0,0,11,16,11,10,5,0,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,3,0,0,0,13,0,6,0,6,0,0,0,6,0,16,19,15,55,53,46,49,37,30,9,310
80108109508,0,0,0,5,4,9,5,0,0,29,0,0,3,0,4,0,3,3,0,21,0,0,8,0,3,8,4,5,0,34,0,3,12,4,0,0,0,4,5,24,0,0,0,8,8,4,5,0,0,30,0,0,8,12,3,0,8,0,0,28,0,0,14,26,21,7,3,0,0,69,0,0,0,0,0,0,0,0,0,10,0,0,0,6,3,4,0,0,0,19,0,0,0,4,0,0,0,0,0,6,22,21,48,74,68,48,62,24,14,388
80108109509,0,0,0,3,0,4,0,6,0,19,0,3,5,0,0,0,0,5,0,22,0,0,7,0,0,5,4,3,0,19,0,3,9,3,0,5,3,4,0,23,0,0,7,8,7,0,3,3,0,32,0,0,5,3,6,5,3,3,0,24,0,0,4,12,13,10,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,5,4,0,0,0,0,0,0,0,8,27,28,47,46,49,38,30,29,6,302
80108109601,0,3,5,0,4,0,0,0,0,15,0,0,3,4,0,0,4,0,0,16,0,7,7,5,3,3,7,6,0,36,0,0,6,0,9,5,3,5,0,20,0,4,5,0,0,4,5,0,0,24,0,0,0,7,3,7,9,3,0,22,0,0,0,10,17,12,4,0,0,53,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,3,3,0,0,12,0,0,5,5,0,0,0,0,0,7,12,19,46,39,53,57,62,35,14,334
80108109602,0,0,6,6,0,4,3,3,0,19,0,3,3,3,0,3,7,0,0,19,0,0,0,6,0,10,8,5,0,33,0,0,5,3,6,9,0,3,0,20,0,0,4,5,3,7,0,4,0,29,0,0,3,5,0,4,0,5,0,13,0,0,9,11,21,10,5,0,0,46,0,0,0,4,0,0,0,0,0,7,0,0,0,4,11,0,0,0,0,18,0,0,4,0,5,0,0,0,0,8,25,18,33,41,52,53,42,31,8,298
80108109603,4,0,3,0,6,0,8,0,0,22,0,7,7,5,6,7,3,3,4,38,0,0,4,6,9,3,10,5,0,52,0,4,7,7,6,3,9,0,0,39,0,0,5,5,11,3,0,0,0,30,0,0,8,0,9,5,5,0,0,20,0,0,8,16,22,17,0,0,0,65,0,0,0,4,6,0,0,0,0,12,0,0,0,3,4,6,0,0,0,13,0,0,8,4,3,6,0,0,0,22,34,33,66,68,90,65,80,32,12,489
80108109604,0,0,0,0,3,0,4,11,13,33,0,0,5,0,3,0,7,11,3,31,0,0,4,3,0,3,5,4,9,23,0,0,5,8,0,0,7,0,3,25,0,0,8,3,3,4,10,0,0,28,0,0,5,9,7,6,3,0,0,26,0,0,0,12,12,5,4,3,3,37,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,20,0,0,4,4,0,0,4,0,5,28,21,9,39,51,42,31,68,81,97,433
80108109605,0,3,3,0,0,3,0,4,0,18,0,3,0,5,3,0,9,0,0,24,0,6,3,3,3,3,0,0,0,20,0,0,3,10,5,3,8,0,0,28,0,0,6,3,5,3,0,0,0,25,0,0,3,3,0,4,0,0,0,17,0,0,6,9,15,10,0,0,0,40,0,0,0,0,7,0,0,0,0,7,0,0,0,9,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,29,16,31,50,50,32,42,14,0,263
80108109701,0,0,6,5,3,0,5,8,5,22,0,0,0,0,0,0,4,0,0,11,0,4,0,4,4,6,5,0,0,29,0,0,13,5,6,4,5,0,0,33,0,4,9,3,4,6,9,0,0,31,0,0,5,6,0,3,0,0,0,12,0,0,3,19,13,9,0,0,0,43,0,0,0,0,11,0,0,0,0,13,0,0,0,9,9,4,0,0,0,19,0,0,0,0,8,6,4,4,0,19,27,13,56,63,58,54,68,57,12,406
80108109702,0,0,0,3,0,0,4,0,0,8,0,0,0,0,3,6,0,7,0,13,0,0,3,0,9,4,4,4,0,27,0,4,0,3,4,4,4,0,0,19,0,3,14,9,3,3,6,0,0,36,0,0,0,9,6,4,3,0,0,23,0,0,11,22,20,7,0,0,0,63,0,0,3,4,5,0,0,0,0,9,0,0,0,4,9,0,0,0,0,20,0,0,5,3,0,0,0,0,0,11,30,20,47,65,62,41,24,31,7,336
80108109703,0,0,3,0,0,3,9,0,0,18,0,3,8,0,0,5,3,6,0,29,0,0,5,6,4,3,8,8,0,31,0,0,3,4,3,0,3,5,6,28,0,0,8,9,6,8,0,4,0,32,0,0,9,4,8,3,0,0,0,24,0,0,5,21,28,11,0,0,0,65,0,0,0,7,3,5,0,0,0,11,0,0,0,8,6,8,0,0,0,23,0,0,8,3,0,0,3,0,0,19,33,14,53,71,68,50,43,22,13,365
80108109705,0,0,0,0,0,0,0,3,0,13,0,3,4,6,3,0,0,0,0,15,0,4,3,4,4,0,0,0,0,18,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,0,4,5,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,12,8,18,39,38,26,17,18,9,5,172
80108109706,0,3,8,0,0,0,3,0,0,19,0,3,0,0,3,9,6,5,0,28,0,4,4,6,4,0,0,0,0,19,0,0,4,7,7,5,6,0,0,26,0,0,5,5,3,0,3,0,0,13,0,0,0,8,3,3,3,0,0,16,0,0,9,15,13,5,3,3,0,48,0,0,0,3,6,0,0,0,0,12,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,4,0,8,11,22,36,46,48,33,39,25,3,271
80108109707,0,6,0,0,4,0,5,0,0,14,0,9,0,5,0,0,4,0,0,18,0,13,10,8,5,10,5,6,0,51,0,0,8,3,4,3,0,0,0,26,0,0,3,4,10,6,5,0,0,24,0,0,11,11,8,0,4,0,0,28,0,0,12,23,19,4,0,0,0,65,0,0,0,3,0,0,0,0,0,9,0,0,5,7,8,4,0,0,0,24,0,0,0,10,3,3,0,0,0,15,29,25,64,78,63,39,33,21,5,354
80108109708,0,0,5,3,0,0,5,0,0,17,0,0,7,3,3,0,3,7,0,29,0,0,0,5,5,7,6,3,0,23,0,0,7,3,4,3,7,3,0,21,0,0,4,3,0,3,0,0,0,20,0,0,0,14,6,5,0,0,0,26,0,0,4,19,5,9,0,0,0,40,0,0,3,4,0,0,0,0,0,8,0,0,10,4,0,0,0,0,0,13,0,0,7,0,0,0,0,0,0,16,13,21,61,60,39,23,32,32,6,301
80108109801,0,0,0,0,0,0,8,5,4,20,0,0,3,4,4,0,3,3,0,20,0,0,3,3,4,8,9,4,3,32,0,0,6,0,4,3,5,0,0,22,0,0,3,3,6,0,0,0,0,12,0,0,0,3,5,0,0,0,0,12,0,0,6,17,12,3,0,0,0,42,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,3,3,0,3,0,3,0,10,21,26,71,17,10,35,40,44,31,50,66,51,345
