SA1_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
80101101701,0,0,3,3,0,6,9,5,0,21,0,0,0,7,5,0,0,3,0,18,0,0,4,3,3,3,5,3,0,30,0,6,7,5,5,10,4,0,0,27,0,0,4,0,3,0,0,0,0,17,0,0,3,3,9,0,0,0,0,20,0,0,0,9,12,0,0,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,3,6,0,0,0,0,13,0,0,3,0,3,6,0,0,0,13,27,15,35,47,54,33,34,24,0,267
80101101702,0,5,0,3,5,0,0,0,0,17,0,0,9,6,6,8,10,0,0,37,0,0,8,3,7,4,0,0,0,31,0,0,7,6,6,8,3,0,0,34,0,0,10,14,6,4,0,0,0,37,0,0,5,7,8,7,0,0,0,28,0,0,10,27,13,4,0,0,0,54,0,0,0,8,0,0,0,0,0,15,0,0,0,4,4,0,0,0,0,10,4,0,0,3,8,0,0,0,0,24,35,26,76,90,66,58,46,21,0,417
80101101703,0,4,4,0,0,4,11,0,0,26,0,5,5,6,7,4,4,11,0,41,0,0,11,10,0,6,5,3,0,35,0,0,13,12,10,4,7,0,0,43,0,0,12,6,8,5,0,0,0,42,0,0,17,13,3,0,0,0,0,37,0,0,12,27,25,5,3,0,0,80,0,0,0,7,3,0,0,0,0,8,0,0,5,4,9,7,0,0,0,14,0,0,16,7,0,0,0,0,0,28,35,31,91,103,88,66,66,31,9,507
80101101704,3,0,0,4,0,0,3,0,0,15,0,0,4,0,0,0,6,0,0,17,0,0,7,9,4,0,4,0,0,25,0,0,3,10,7,0,0,0,3,22,0,0,7,5,9,5,5,0,0,29,0,0,0,7,4,0,0,0,0,14,0,0,3,16,13,6,0,0,0,38,0,0,0,3,0,0,0,0,0,7,0,0,5,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,17,19,39,63,45,19,36,17,0,256
80101101705,0,4,3,0,0,4,4,0,0,17,0,3,3,11,0,6,0,0,0,29,0,6,6,0,0,0,5,0,0,21,0,0,6,7,0,4,7,3,0,31,0,0,9,8,5,0,4,0,0,27,0,0,3,4,0,4,0,0,0,10,0,0,6,11,13,4,0,0,0,37,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,6,18,18,59,58,42,32,44,23,4,292
80101101706,0,0,6,0,8,0,4,4,0,27,0,7,5,3,8,0,8,5,0,30,0,9,7,7,4,6,0,0,0,33,0,5,14,5,8,8,0,0,0,41,0,0,11,7,12,7,9,0,0,44,0,0,0,8,7,10,4,0,0,32,0,0,7,20,28,14,0,0,0,77,0,0,0,0,5,5,0,0,0,8,0,0,0,0,6,9,0,0,0,14,0,3,7,5,8,5,0,0,3,31,47,34,74,77,91,88,46,15,5,483
80101101707,0,5,4,5,8,0,6,3,0,23,0,3,7,3,4,4,5,0,0,33,0,0,13,9,9,0,9,4,0,46,0,3,4,7,7,5,4,0,0,33,0,0,3,7,0,0,0,0,0,19,0,0,0,11,3,0,0,0,0,24,0,0,5,12,18,3,4,0,0,41,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,21,19,63,72,68,30,44,22,11,346
80101101708,0,0,0,3,0,0,4,0,0,10,0,3,5,6,0,0,0,0,0,15,0,0,3,0,6,6,0,0,0,12,0,3,7,0,0,3,4,0,0,14,0,0,4,4,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,9,9,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,4,0,0,0,0,13,11,18,27,19,26,23,20,3,0,137
80101101709,0,0,4,0,0,4,4,0,0,21,0,4,5,4,0,5,4,0,0,25,0,0,10,5,0,6,4,0,0,30,0,0,10,5,4,4,8,3,0,35,0,3,6,3,7,4,3,0,0,23,0,0,7,8,0,3,0,0,0,17,0,0,14,16,9,10,0,0,0,44,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,9,10,13,60,47,25,39,52,18,4,275
80101101802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80101101805,0,9,20,6,0,0,0,0,0,41,0,16,19,8,3,0,0,0,0,45,0,13,39,11,4,5,0,0,0,69,0,17,23,6,6,0,0,0,0,57,0,3,29,12,4,3,0,0,0,51,0,0,20,10,7,0,0,0,0,35,0,0,29,25,6,4,0,0,0,63,0,0,0,6,0,4,0,0,0,9,0,0,0,9,4,5,0,0,0,15,0,19,13,9,4,0,6,0,0,49,13,127,234,96,36,26,10,3,0,568
80101101806,4,0,9,3,0,0,0,0,0,16,0,11,10,0,0,0,0,0,0,26,0,6,11,7,4,0,0,0,0,31,0,9,23,0,0,0,0,0,0,36,0,0,22,14,0,0,0,0,0,32,0,4,11,9,3,0,0,0,0,24,0,0,20,5,3,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,4,12,0,0,0,0,0,0,22,12,60,139,50,18,11,5,0,0,302
80101101807,5,8,14,6,3,0,0,0,0,35,0,11,7,4,0,0,0,0,0,21,0,12,34,8,6,6,3,0,0,64,0,5,27,5,0,0,0,0,0,39,0,4,35,15,4,5,0,0,0,62,0,4,21,8,0,8,0,0,0,39,0,0,29,28,15,0,0,0,0,79,0,0,0,5,5,0,0,0,0,10,0,0,5,10,0,5,0,0,0,16,0,9,14,6,3,0,3,0,0,35,16,97,217,93,44,19,16,0,0,499
80101101808,0,9,3,0,0,0,0,0,0,14,4,10,10,7,0,0,0,0,0,36,0,3,22,0,3,0,0,0,0,33,0,3,8,4,3,0,0,0,0,24,0,4,17,6,0,0,0,0,0,23,0,0,5,7,3,0,0,0,0,18,0,0,11,26,7,0,0,0,0,43,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,3,0,0,0,12,4,0,9,3,0,0,0,0,0,19,22,52,119,74,29,8,3,3,0,309
80101101809,0,0,5,3,0,0,0,0,0,13,0,12,19,6,0,0,0,0,0,37,0,13,34,6,3,0,0,0,0,55,0,6,19,7,0,0,0,0,0,39,0,6,16,5,3,0,0,0,0,29,0,0,4,9,5,0,0,0,0,16,0,0,11,12,3,0,0,0,0,28,0,0,0,3,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,7,3,4,7,0,0,0,0,0,0,23,12,81,167,64,19,5,5,0,0,359
80101101810,0,0,8,0,0,0,0,0,0,15,0,12,7,4,0,0,0,0,0,25,0,11,21,6,0,0,0,0,0,35,0,9,22,3,0,0,0,0,0,38,0,5,18,8,0,0,0,0,0,31,0,0,25,10,4,0,0,0,0,41,0,0,27,18,10,3,0,0,0,63,0,0,3,0,6,0,0,0,0,9,0,0,4,4,3,5,0,0,0,11,0,0,6,5,0,0,0,0,0,13,5,69,162,60,26,21,3,4,0,358
80101101902,0,0,11,14,3,0,0,0,0,28,0,3,11,20,4,4,0,0,0,44,0,4,22,17,7,5,0,0,0,54,0,0,17,23,8,6,0,0,0,60,0,3,21,16,6,0,0,0,0,49,0,0,14,16,11,0,0,0,0,34,0,0,14,32,14,4,0,0,0,63,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,7,19,18,136,164,65,24,15,3,0,456
80101101904,0,5,4,5,8,4,0,0,0,22,0,4,10,3,5,0,0,0,0,32,0,0,7,5,9,0,0,0,0,27,0,0,9,11,9,0,0,0,0,31,0,0,13,19,8,0,3,0,0,42,0,0,5,13,4,3,0,0,0,30,0,0,8,16,14,6,0,0,0,46,0,0,0,9,0,6,0,0,0,13,0,0,0,7,0,0,0,0,0,6,0,5,0,4,0,0,0,0,0,5,20,23,75,102,62,29,15,3,4,335
80101101905,0,3,3,9,0,0,0,3,0,25,0,5,9,11,4,3,4,0,0,35,0,5,12,8,5,0,0,0,0,35,0,3,8,18,9,5,0,0,0,44,0,0,17,11,11,7,0,0,0,45,0,0,9,17,4,5,0,0,0,30,0,0,8,23,8,7,0,0,0,48,0,0,0,3,3,0,0,0,0,10,0,0,0,4,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,5,16,26,90,121,51,36,17,12,4,370
80101101906,3,0,0,0,0,3,0,0,0,9,0,0,0,3,3,4,4,0,0,15,0,0,11,5,3,3,3,0,0,24,0,0,5,4,4,6,3,6,0,24,0,0,0,7,5,5,3,0,0,17,0,0,0,12,8,0,3,0,0,23,0,0,6,13,11,7,0,0,0,41,0,0,0,0,4,3,0,0,0,6,0,0,0,0,4,7,0,0,0,7,0,0,0,4,0,0,0,3,0,10,14,13,37,50,50,47,30,17,3,261
80101101907,0,7,0,0,3,8,5,0,0,27,0,0,5,0,0,3,8,3,0,33,0,8,3,7,9,5,3,0,0,39,0,0,9,11,8,3,3,0,0,36,0,0,6,15,10,3,0,0,0,41,0,0,6,11,3,5,0,0,0,30,0,0,14,16,19,5,0,0,0,61,0,0,0,0,3,4,0,0,0,7,0,0,0,3,6,6,0,0,0,15,0,0,0,0,0,0,5,5,0,13,35,23,61,71,79,57,65,22,5,425
80101101908,0,3,0,0,4,4,3,6,0,23,0,6,4,3,3,3,5,4,0,32,0,4,8,11,8,6,0,0,0,29,0,0,3,3,13,9,8,3,0,33,0,0,11,5,10,7,4,3,0,39,0,0,9,0,8,3,0,5,0,24,0,0,3,14,22,6,6,0,0,55,0,0,0,7,3,0,0,0,0,9,0,0,0,3,6,4,0,0,0,15,0,0,0,0,0,0,0,0,0,8,31,22,46,52,81,54,46,35,4,375
80101101909,0,0,0,0,3,0,9,5,0,22,0,4,3,5,4,0,5,3,0,24,0,3,6,11,3,0,7,0,0,36,0,0,10,10,9,5,5,0,0,35,0,0,0,12,6,9,6,0,0,24,0,0,9,6,6,0,0,0,0,21,0,0,9,10,14,6,4,0,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,3,3,4,3,4,0,0,0,14,26,21,49,75,58,30,54,20,0,341
80101101910,0,5,6,5,0,4,4,0,0,16,0,4,4,5,6,7,0,5,0,27,0,3,7,7,8,3,8,0,0,29,0,0,7,13,6,3,4,0,0,29,0,0,6,13,5,6,0,0,0,31,0,0,4,9,4,3,0,0,0,18,0,0,4,14,4,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,9,20,19,36,56,40,42,54,17,7,281
80101101911,0,0,5,0,0,0,3,4,0,23,0,4,9,4,0,5,5,0,0,23,0,8,17,4,0,11,8,0,0,45,0,3,5,9,8,0,5,3,0,34,0,0,6,11,6,3,3,0,0,34,0,0,6,3,7,4,0,0,0,32,0,0,3,14,14,9,4,0,0,40,0,0,0,3,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,11,0,5,0,6,0,4,3,0,0,26,26,40,64,79,63,55,51,18,0,398
80101101912,0,5,5,5,4,0,0,0,0,21,0,0,9,0,8,0,3,0,0,24,0,6,6,6,4,0,3,3,0,31,0,5,12,11,6,0,6,0,0,35,0,0,7,6,8,6,5,0,0,28,0,3,9,0,4,0,0,0,0,13,0,0,7,10,3,5,3,0,0,30,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,17,23,57,67,46,19,48,11,3,298
80101101913,4,4,0,0,8,0,6,0,0,21,0,6,8,0,0,9,0,0,0,35,0,3,6,0,0,0,0,0,0,22,0,5,3,16,5,0,5,0,0,32,0,3,3,6,6,9,0,0,0,36,0,0,0,15,0,0,0,0,0,22,0,0,6,8,10,0,0,0,0,33,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,4,3,3,6,4,0,0,0,16,40,26,55,86,47,45,39,5,0,353
80101101914,0,5,8,0,0,0,0,0,0,17,0,0,7,5,0,0,0,0,0,16,0,0,6,8,0,0,0,0,0,17,0,0,0,11,0,0,0,0,0,12,0,0,5,5,5,0,0,0,0,17,0,0,5,6,3,0,0,0,0,16,0,0,3,17,5,5,0,0,0,25,0,0,0,0,0,6,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,3,5,0,0,0,0,0,9,10,14,50,66,28,17,5,0,0,191
80101101915,0,6,4,6,0,3,4,0,0,14,0,0,0,4,3,0,0,0,0,18,0,4,18,16,3,4,0,0,0,40,0,0,10,8,0,5,0,0,0,19,0,0,9,8,5,6,0,0,0,29,0,0,10,6,0,0,0,0,0,22,0,0,21,14,4,4,0,0,0,35,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,9,10,18,81,73,26,27,15,0,5,255
80101101916,0,0,7,3,0,0,0,0,0,10,0,0,5,3,4,0,0,0,0,12,0,5,11,7,4,0,0,0,0,31,0,5,11,9,0,0,0,0,0,29,0,4,11,10,3,6,4,0,0,34,0,0,11,15,5,0,0,0,0,30,0,0,8,12,3,7,0,0,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,25,73,74,32,22,14,0,0,239
80101101917,0,7,0,0,0,0,0,0,0,9,0,4,12,3,0,0,0,0,0,22,0,4,13,0,4,0,0,0,0,21,0,0,10,7,0,0,0,0,0,16,0,0,18,12,3,0,0,0,0,37,0,0,3,4,5,4,0,0,0,16,0,0,9,20,10,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,12,11,75,59,31,16,7,6,0,231
80101101918,0,0,3,7,3,3,0,0,0,16,0,0,9,9,5,3,0,0,0,24,0,3,3,9,5,0,0,0,0,22,0,0,3,12,4,0,0,0,0,29,0,0,6,3,5,0,0,0,0,17,0,0,4,8,5,0,0,0,0,16,0,0,6,18,9,5,0,0,0,30,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,18,8,45,72,40,20,3,5,0,209
80101101919,0,0,4,8,0,0,0,0,0,19,0,0,5,11,3,0,0,0,0,24,0,3,8,24,5,4,0,0,0,48,0,0,8,7,5,0,0,0,0,28,0,0,18,11,4,10,0,0,0,42,0,0,9,13,6,3,0,0,0,24,0,0,8,18,7,7,0,0,0,41,0,0,0,3,0,0,0,0,0,6,0,0,5,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,18,14,92,118,30,26,5,10,0,315
80101102001,0,0,0,3,4,4,0,0,0,15,0,0,0,3,4,0,0,0,0,11,0,3,5,4,3,10,0,0,0,22,0,0,5,0,9,0,0,0,0,17,0,0,11,5,0,0,0,0,0,19,0,0,0,8,0,0,0,0,0,9,0,0,6,9,13,7,0,0,0,37,0,0,0,0,8,0,0,0,0,10,0,0,0,5,5,4,0,0,0,17,0,0,0,0,0,0,4,0,0,9,15,8,29,48,48,36,26,15,0,229
80101102002,0,0,4,4,0,0,0,5,0,12,0,6,0,4,0,3,0,3,0,13,0,3,13,7,0,5,3,0,0,41,0,5,6,11,5,0,0,0,0,37,0,4,15,3,4,5,4,0,0,35,0,0,5,7,5,7,0,0,0,24,0,0,9,11,10,7,0,0,0,35,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,9,0,4,4,4,4,0,33,20,26,79,58,37,49,28,36,6,336
80101102003,0,4,0,0,0,3,0,3,0,9,0,0,3,6,0,0,6,3,0,16,0,0,3,0,10,9,0,3,0,23,0,0,4,0,0,0,0,0,0,7,0,0,4,3,0,3,3,0,0,15,0,0,0,6,3,0,0,0,0,14,0,0,8,14,9,7,0,3,0,34,0,0,0,5,3,0,0,0,0,3,0,0,0,4,6,0,0,0,0,10,0,0,0,0,0,4,0,6,0,8,12,13,28,44,43,27,18,26,0,218
80101102004,0,0,0,5,0,0,3,4,0,16,0,0,0,4,0,4,0,0,0,9,0,5,0,3,3,5,0,0,0,15,0,0,0,4,6,3,0,0,0,14,0,0,4,0,5,0,0,0,0,11,0,0,3,4,8,0,3,0,0,21,0,0,7,8,12,5,0,0,0,33,0,0,0,4,0,5,0,0,0,5,0,0,0,0,3,0,0,0,0,11,0,0,5,0,0,4,4,0,0,8,12,15,32,36,42,34,25,19,4,212
80101102005,0,12,13,3,6,0,12,3,3,53,0,10,15,9,7,4,4,5,4,55,0,4,24,7,3,0,3,8,0,56,0,19,18,9,3,3,4,3,0,58,0,7,34,14,4,3,7,5,0,74,0,0,18,20,5,5,3,5,0,54,0,0,21,35,16,6,0,0,0,77,0,0,0,6,4,0,0,0,0,13,0,0,0,7,7,0,0,0,0,13,4,6,21,10,4,0,0,3,0,52,23,91,218,145,61,47,87,52,22,748
80101102006,0,0,4,0,0,0,0,6,0,11,0,0,3,4,0,3,6,4,0,24,0,0,3,3,0,0,0,0,0,10,0,4,0,0,0,0,5,0,0,15,0,0,6,0,6,0,0,0,0,11,0,0,8,4,0,0,3,0,0,13,0,0,8,8,17,4,3,0,0,35,0,0,0,7,3,4,0,0,0,11,0,0,0,3,3,3,0,0,0,4,0,0,8,5,6,0,0,3,0,23,18,10,48,46,41,26,25,22,10,240
80101102007,0,7,0,4,0,6,6,0,0,21,0,0,4,6,7,3,7,3,0,27,0,0,0,0,0,3,3,0,0,10,0,4,4,0,6,0,8,3,0,32,0,0,3,4,0,0,0,0,0,15,0,0,4,0,0,3,0,0,0,12,0,0,8,9,7,3,3,0,0,22,0,0,4,3,4,0,0,0,0,12,0,0,0,0,4,4,4,0,0,11,3,9,0,0,4,0,0,0,0,20,19,23,36,46,35,44,39,20,3,261
80101102008,0,8,4,0,0,0,0,0,0,21,0,4,8,0,3,0,3,0,0,20,0,4,8,9,0,8,0,8,0,35,0,13,10,0,3,3,4,0,0,33,0,0,7,3,4,3,3,0,0,23,0,0,7,8,5,8,5,0,0,30,0,0,5,10,17,8,0,0,0,44,0,0,0,4,0,3,0,0,0,5,0,0,0,6,4,3,0,0,0,15,0,0,0,0,0,5,0,0,0,10,19,46,68,49,42,47,33,30,8,339
80101102101,4,4,0,3,3,3,11,6,4,41,0,5,5,0,0,9,8,4,0,43,3,0,14,0,3,12,7,3,0,44,0,0,9,4,8,7,0,0,0,34,0,4,11,9,10,10,4,3,0,49,0,0,5,10,8,10,0,0,0,35,0,0,10,17,19,9,10,5,0,61,0,0,3,5,0,6,0,0,0,12,0,0,0,5,5,3,0,0,0,10,4,4,3,0,3,3,5,0,0,18,32,43,83,70,66,82,89,42,13,523
80101102102,4,0,0,0,0,0,5,0,0,21,0,0,0,5,3,3,0,0,0,17,0,0,5,0,7,11,5,0,0,26,0,6,4,0,0,0,4,0,5,22,0,0,0,0,3,0,0,0,0,18,0,0,3,3,4,3,6,0,0,22,0,0,7,7,16,13,0,0,0,42,0,0,0,0,4,0,0,0,0,12,0,0,0,3,4,0,0,0,0,13,0,0,0,0,3,4,5,0,0,15,25,23,38,40,60,57,52,25,14,322
80101102103,0,0,3,0,0,0,4,0,0,22,0,3,0,4,4,5,9,5,0,31,0,5,12,3,4,5,10,0,0,37,0,3,11,3,7,10,0,0,0,35,0,0,11,4,3,4,12,0,0,38,0,0,0,10,6,0,7,0,0,29,0,0,6,12,16,19,7,0,0,70,0,0,0,0,0,0,0,0,0,17,0,0,0,10,4,4,3,0,0,21,0,0,3,5,3,0,0,0,0,18,24,44,80,62,63,82,86,21,7,463
80101102104,0,0,3,0,0,3,8,0,0,22,0,5,0,0,0,5,3,0,0,25,0,0,4,11,4,7,7,3,0,36,0,4,5,3,0,11,5,0,0,28,0,0,6,8,8,9,6,0,0,36,0,0,6,5,10,9,0,0,0,34,0,0,3,12,17,16,9,0,0,55,0,0,0,0,5,3,0,3,0,11,0,0,0,3,0,8,0,0,0,20,0,0,0,5,0,0,4,0,0,12,31,19,50,56,57,96,57,19,3,395
80101102105,0,4,4,0,0,4,4,0,0,26,0,3,3,4,0,7,5,4,0,35,0,6,9,8,9,6,10,0,0,52,0,0,5,6,5,10,8,3,0,46,0,6,7,4,8,10,10,0,0,41,0,0,4,8,11,7,8,0,0,36,0,5,22,37,32,16,5,0,0,107,0,0,0,7,11,3,0,0,0,20,0,0,0,11,16,6,0,0,0,37,6,0,10,0,3,9,3,0,0,32,48,42,78,99,101,100,78,27,3,581
80101102201,0,0,5,0,0,0,0,3,0,11,0,0,0,3,0,0,4,0,0,10,0,0,0,0,0,3,5,4,0,14,0,0,3,4,3,7,5,0,0,23,0,0,9,0,5,0,0,0,0,15,0,0,0,3,4,0,3,0,0,12,0,0,5,13,0,7,0,0,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,6,4,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,14,8,26,35,23,17,16,16,0,166
80101102202,0,5,0,0,0,0,6,3,0,19,0,0,3,0,5,0,3,9,0,12,0,3,3,0,0,4,6,7,0,23,0,6,0,7,3,3,3,0,0,25,0,0,0,0,5,0,10,0,0,17,0,0,0,5,4,3,7,3,0,23,0,0,6,13,22,7,4,3,0,51,0,0,0,5,5,0,0,0,0,10,0,0,0,4,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,16,22,20,33,46,23,43,28,4,247
80101102203,4,0,7,6,0,5,10,8,0,28,0,0,8,0,6,3,7,0,0,22,0,10,6,10,0,4,5,8,0,37,0,0,8,5,4,7,0,5,0,26,0,0,14,14,12,3,4,0,0,54,0,0,7,0,6,0,0,0,0,13,0,0,8,18,8,4,5,0,0,41,0,0,0,3,4,4,0,0,0,13,0,0,0,0,5,0,0,0,0,6,0,0,9,5,7,3,4,0,0,23,25,24,88,72,61,45,46,33,6,409
80101102204,0,0,5,7,4,0,3,0,0,22,0,7,8,7,7,5,4,7,0,48,0,4,15,7,9,4,7,0,0,54,0,0,10,10,6,3,0,0,0,29,0,0,9,3,3,4,8,0,0,37,0,0,0,6,9,4,3,0,0,27,0,0,12,25,9,8,4,0,0,65,0,0,0,4,0,0,0,0,0,6,0,0,0,4,0,9,0,0,0,11,0,3,5,0,6,3,0,7,0,23,18,37,94,95,69,59,41,35,3,462
80101102205,0,0,9,8,3,4,5,6,0,41,0,3,4,3,8,3,5,9,0,33,0,4,3,9,4,10,3,0,0,33,0,4,0,9,8,4,0,3,0,34,0,3,7,13,11,8,3,0,0,40,0,0,7,9,11,3,3,0,0,31,0,0,9,23,19,13,7,0,0,68,0,0,0,3,3,4,0,0,0,11,0,0,0,7,5,0,0,0,0,10,0,0,0,7,0,0,8,0,0,17,35,29,52,94,83,66,57,31,6,452
80101102206,0,0,0,0,5,0,3,0,0,5,0,3,0,4,0,4,0,0,0,11,0,0,4,4,4,3,9,0,0,29,0,3,0,5,0,0,3,0,0,13,0,3,3,8,3,5,0,0,0,19,0,0,0,4,9,0,6,0,0,24,0,0,3,16,13,8,0,0,0,40,0,0,0,7,0,4,0,0,0,12,0,0,0,3,9,0,4,0,0,7,0,0,0,0,0,0,0,0,0,8,22,19,20,63,50,27,28,13,6,255
80101102207,0,4,0,5,0,5,8,0,0,18,0,0,10,9,10,9,6,5,0,41,0,0,10,3,4,4,5,0,0,27,0,4,7,6,4,3,3,0,0,35,0,0,7,9,9,10,0,0,0,36,0,0,5,4,6,7,0,0,0,26,0,0,9,15,10,4,3,0,0,42,0,0,0,3,3,0,0,0,0,7,0,0,0,3,6,0,0,0,0,11,0,3,4,0,4,6,0,0,0,23,27,27,62,80,65,65,42,26,7,399
80101102208,0,0,4,0,0,5,0,0,0,13,0,7,0,0,3,0,6,0,0,19,0,3,0,0,10,6,7,6,0,28,0,0,0,3,6,0,7,0,0,23,0,0,0,4,4,0,0,0,0,16,0,0,0,5,4,5,0,0,0,16,0,0,0,4,3,6,3,0,0,28,0,0,0,4,6,4,0,0,0,23,0,0,0,3,11,3,0,5,0,21,0,0,0,0,0,0,4,0,0,5,30,19,12,28,48,43,42,30,0,251
