SAL_CODE_2021,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
SAL80124,0,9,17,20,18,13,4,0,84,0,0,6,4,10,0,0,0,18,11,34,43,35,29,24,0,0,184,7,26,24,35,46,20,8,3,174,29,98,69,64,57,27,8,0,361,12,0,0,3,0,0,0,0,23,0,5,3,3,4,7,0,0,20,38,100,73,73,69,35,8,4,400,0,5,0,0,0,0,0,0,10,12,11,12,9,9,5,7,0,57,71,192,178,175,182,96,27,6,929,0,23,23,17,12,10,0,0,81,3,12,7,8,16,8,0,0,56,13,77,69,55,52,21,4,0,285,11,37,44,51,51,16,0,0,203,29,56,39,48,21,3,0,0,198,4,8,0,0,0,3,0,0,22,4,7,5,4,16,9,0,0,39,38,69,42,63,40,13,3,0,258,0,0,0,0,0,0,0,0,7,3,7,9,10,10,6,0,0,49,68,221,192,203,177,69,8,0,940,0,31
SAL80125,0,56,109,36,6,4,0,0,208,0,3,15,9,0,0,0,0,23,15,53,80,32,5,3,5,0,190,3,26,35,20,4,0,0,0,87,8,28,32,9,6,9,0,0,89,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,28,29,11,10,9,0,0,95,0,7,0,0,0,0,0,0,7,5,16,13,0,5,0,0,0,44,29,188,276,112,23,15,5,0,648,0,59,80,20,4,0,0,0,168,0,6,21,0,3,0,0,0,30,15,104,97,22,8,3,0,0,242,4,32,22,14,5,3,0,0,80,4,24,12,3,0,0,0,0,47,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,0,12,11,24,16,12,5,0,0,0,64,0,0,0,0,0,0,0,0,5,0,13,10,6,4,0,0,0,44,33,243,248,76,26,12,3,0,629,0,113
SAL80126,0,15,35,33,23,7,9,0,128,0,0,8,12,10,6,0,0,42,12,36,53,46,29,28,22,3,227,5,14,19,22,11,5,0,0,71,14,15,27,33,19,6,16,5,134,0,0,0,0,0,0,0,0,8,5,0,0,0,3,5,0,0,13,20,19,32,36,17,17,16,5,154,0,0,0,0,0,0,0,0,3,13,9,5,6,6,5,5,3,52,43,95,145,151,102,71,57,13,673,0,15,43,35,12,3,0,0,117,5,5,11,15,9,8,0,4,53,10,51,77,51,51,23,13,3,284,4,13,17,14,18,13,9,0,92,8,8,14,13,8,0,7,0,63,6,0,3,0,0,0,0,0,14,0,0,0,11,3,6,5,0,29,19,10,19,25,15,9,11,0,100,0,0,0,0,0,6,0,0,9,8,3,3,5,6,9,8,6,50,43,111,165,149,113,71,47,9,707,0,32
SAL80127,6,197,123,55,37,35,26,3,489,4,32,19,14,13,14,5,0,98,125,300,111,47,50,29,11,6,670,3,26,21,17,16,8,8,3,99,9,35,23,15,9,3,0,3,103,6,4,0,0,0,0,0,0,10,0,5,3,0,0,4,0,0,16,22,39,24,17,14,13,0,3,131,0,4,0,0,0,0,0,0,3,10,18,15,13,9,7,0,0,82,171,618,308,163,135,106,50,13,1570,11,210,116,81,46,35,14,4,511,8,57,23,22,9,19,0,0,135,186,340,111,58,40,40,22,7,795,9,18,19,18,20,12,8,0,108,13,17,4,8,6,0,3,0,59,4,0,4,0,0,0,0,0,8,0,3,6,3,4,5,0,0,22,19,20,13,11,10,8,3,0,93,4,0,0,3,3,0,0,0,12,15,28,17,10,3,15,0,4,83,255,677,290,200,123,126,45,16,1739,20,401
SAL80128,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,15,0,0,9,4,7,0,0,0,16,0,3,9,9,4,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,4,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,10,5,11,30,20,7,6,0,0,74,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,5,15,6,0,0,0,0,31,0,3,5,4,3,0,0,0,16,0,7,5,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,3,17,34,20,15,0,0,0,93,0,4
SAL80129,0,55,65,64,56,47,17,0,308,0,11,18,19,20,25,4,0,96,28,115,146,118,68,85,27,4,597,5,45,70,55,56,49,17,0,289,41,129,117,103,81,86,30,5,592,10,6,0,3,4,4,0,0,28,0,5,8,0,7,12,9,0,44,57,145,123,102,93,96,34,11,660,4,0,6,0,0,0,3,0,12,14,23,20,19,19,31,16,6,154,104,401,449,376,315,332,116,21,2112,4,52,86,42,37,27,6,0,247,5,23,39,39,34,28,4,0,160,39,172,187,118,119,105,22,4,763,20,49,77,71,62,61,18,0,355,26,52,60,57,51,26,0,0,283,10,9,6,6,9,7,0,0,45,3,6,11,12,25,26,11,0,91,39,66,78,80,85,59,10,3,422,3,0,4,0,0,5,6,3,21,15,21,19,15,20,34,15,0,146,125,385,494,362,352,317,85,13,2135,3,106
SAL80130,0,9,37,30,23,14,11,4,128,0,6,13,11,3,10,5,0,40,8,50,57,40,20,27,24,4,234,3,13,24,30,23,12,5,0,111,14,46,29,27,28,10,20,5,178,4,0,0,0,0,0,0,0,3,0,0,4,5,7,7,4,0,13,16,45,35,30,26,15,22,5,200,0,0,0,3,0,0,4,0,7,10,15,13,7,6,7,6,0,66,41,133,173,150,104,86,70,14,774,0,31,43,26,14,14,4,0,139,0,13,19,15,9,11,4,0,68,7,70,75,58,34,30,9,6,292,11,13,18,27,13,20,12,0,114,17,14,17,22,11,4,4,0,88,0,4,0,0,0,0,0,0,11,0,0,0,9,0,5,3,0,18,14,16,20,30,18,7,9,3,120,0,4,4,0,0,3,0,0,7,3,11,12,4,5,8,13,5,59,43,153,194,161,95,93,55,16,800,0,43
SAL80131,0,114,164,126,58,40,6,0,517,0,29,28,29,14,18,3,0,124,52,208,185,98,67,41,24,3,674,9,53,48,48,25,16,6,3,206,26,79,54,42,29,16,15,3,276,3,4,0,3,0,0,0,0,12,3,0,6,4,0,0,0,0,18,32,85,62,46,37,19,16,3,312,0,3,7,0,0,0,0,0,9,13,27,29,18,19,9,5,4,120,117,518,519,364,216,147,57,22,1969,3,179,207,123,63,28,9,0,609,4,49,58,51,32,18,5,0,212,60,269,224,138,91,45,15,12,849,18,46,47,39,29,16,17,0,209,19,34,34,32,27,3,0,0,157,0,7,0,3,0,4,0,0,12,6,6,5,7,5,4,0,0,33,20,43,36,40,32,10,3,4,202,0,0,5,3,4,0,0,0,15,21,26,26,11,11,13,14,0,124,132,607,601,398,265,127,63,12,2225,7,290
SAL80132,0,30,37,57,33,31,36,14,232,0,8,12,23,15,11,8,0,68,13,54,57,59,37,38,26,6,290,5,8,9,13,18,7,10,5,87,10,17,28,21,19,3,6,0,114,3,0,0,0,0,0,0,0,10,3,3,0,0,0,0,0,0,10,19,22,32,21,21,3,15,4,125,0,3,0,0,0,0,4,3,5,3,6,8,3,0,10,6,3,45,45,130,151,177,124,101,91,29,856,0,36,41,47,33,14,12,0,183,0,3,16,28,13,20,9,4,95,15,62,75,73,45,41,29,4,336,5,15,13,22,16,11,15,5,101,9,7,15,6,4,5,0,0,41,3,0,3,0,0,0,0,0,16,0,0,0,3,10,12,4,3,29,13,7,18,17,6,16,3,0,90,0,0,0,0,0,0,0,0,5,0,5,9,3,8,10,8,0,40,38,129,174,185,123,118,78,12,849,3,66
SAL80133,3,31,65,64,31,42,25,0,265,0,10,21,17,6,16,6,0,75,18,78,79,51,42,35,20,8,336,3,8,20,43,15,17,19,3,132,18,36,31,28,20,19,18,5,164,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,10,18,36,35,29,20,17,22,5,178,0,0,0,0,0,6,7,0,8,3,13,14,5,10,18,35,25,116,45,174,236,213,129,146,121,48,1111,0,50,87,44,33,26,5,0,248,0,12,23,34,15,13,8,0,107,17,87,109,89,66,47,34,13,455,5,13,30,30,27,23,17,5,145,13,14,7,27,17,4,9,4,95,6,0,0,3,0,4,0,0,12,6,0,0,3,4,8,13,0,41,24,14,8,36,26,26,14,5,147,0,0,0,0,0,0,0,0,3,4,9,10,3,9,24,47,55,160,53,182,269,236,164,153,127,73,1269,3,82
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80135,3,89,109,59,17,10,0,0,297,0,15,15,8,5,0,0,0,47,21,160,150,44,22,11,10,0,416,9,26,43,25,11,3,0,0,112,17,57,33,22,16,6,0,0,166,8,6,3,0,0,0,0,0,9,0,3,10,0,0,3,0,0,18,30,63,41,29,16,14,0,0,198,0,0,0,0,0,0,0,0,3,9,30,12,3,8,3,5,0,69,70,388,371,165,81,47,14,5,1143,8,117,97,32,11,8,0,0,268,3,28,26,18,8,0,0,0,85,44,227,177,66,36,13,0,0,561,17,45,35,26,17,16,0,0,157,23,36,17,20,7,7,0,0,107,9,0,0,3,5,3,0,0,14,0,0,0,0,4,3,5,0,8,29,34,17,25,14,7,5,0,136,3,6,5,0,0,3,0,0,11,9,29,11,5,9,8,0,0,74,104,483,373,175,101,50,3,0,1290,8,203
SAL80136,0,14,51,59,70,62,29,13,298,0,0,11,15,15,19,3,0,66,15,45,53,69,66,87,50,12,389,7,0,16,23,18,21,4,0,83,5,11,8,6,19,14,11,0,71,0,0,0,0,0,0,0,0,4,0,3,0,0,5,4,0,0,11,5,14,11,9,20,22,10,0,89,0,0,0,3,0,5,0,0,12,3,0,5,5,6,10,13,3,59,30,67,146,184,199,219,113,27,986,0,33,58,57,52,50,16,0,267,0,0,15,27,16,30,8,0,94,23,42,76,75,83,84,34,12,426,0,11,16,18,31,43,17,9,142,0,3,6,4,14,10,4,0,36,0,0,0,0,5,3,0,0,11,0,0,0,0,8,7,4,0,21,3,9,6,3,20,22,7,3,70,0,0,0,0,0,0,3,0,7,10,5,5,4,3,18,18,3,73,35,102,179,183,208,245,100,29,1078,0,43
SAL89494,0,4,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,7,0,3,0,4,0,0,21,6,0,0,0,3,0,0,0,16,8,9,7,10,6,5,0,0,46,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,11,14,10,6,5,0,0,57,0,0,0,0,0,0,0,0,0,12,11,30,19,13,13,4,0,100,26,36,47,41,32,14,4,0,205,0,8,6,11,7,0,0,0,21,0,0,0,0,4,0,0,0,7,3,15,11,6,9,0,0,0,50,4,8,0,4,3,0,0,0,22,8,3,6,0,3,0,0,0,18,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10,3,4,0,4,0,0,0,26,0,0,0,0,0,0,0,0,4,3,7,7,3,6,4,0,0,34,20,43,36,21,36,7,3,0,166,0,13
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
