SAL_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SAL80116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80117,106,61,29,18,5,0,281,0,19,30,29,11,14,6,0,111,22,159,165,92,41,28,29,4,544,11,33,50,44,24,36,14,0,215,33,77,56,54,45,20,11,4,306,6,8,3,6,4,5,0,0,25,0,0,3,12,5,7,4,0,39,41,82,66,67,62,34,16,4,370,0,4,0,0,0,4,0,0,11,24,33,17,23,20,16,10,4,138,94,394,439,308,182,152,83,17,1673
SAL80118,38,43,23,28,7,4,161,0,12,31,13,7,22,12,0,100,10,68,104,80,41,56,26,6,388,7,31,61,36,42,28,9,0,219,35,65,82,65,32,32,9,0,328,8,5,3,0,0,5,0,0,15,0,5,4,4,13,4,4,0,32,42,79,81,76,48,45,14,0,380,0,3,0,3,0,4,0,0,12,16,22,16,13,11,25,7,0,116,83,230,330,266,166,213,68,12,1379
SAL80119,48,41,32,31,4,9,184,0,10,17,13,19,10,6,0,74,14,70,74,89,55,57,26,10,405,3,17,33,41,19,32,14,5,169,15,28,33,27,27,25,23,7,178,6,8,3,5,3,4,0,0,21,0,4,0,4,10,18,3,5,40,22,30,35,34,41,42,29,13,244,0,0,0,0,0,3,5,0,8,11,15,18,8,9,11,13,14,101,43,160,228,231,182,179,110,49,1185
SAL80120,45,13,4,4,0,0,107,0,17,4,0,0,6,0,0,19,17,62,42,9,0,0,0,0,139,8,29,19,6,4,4,0,0,72,10,28,19,7,3,0,0,0,66,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,16,29,18,7,3,4,0,0,74,0,0,3,0,0,0,0,0,4,0,3,9,3,0,0,0,0,18,35,183,142,45,12,6,4,0,429
SAL80121,0,3,0,3,7,0,14,0,0,0,4,3,0,3,0,11,0,3,7,7,9,6,0,0,36,0,4,4,0,7,4,10,0,27,8,5,9,17,17,17,4,0,81,0,0,3,0,0,0,0,0,9,0,0,0,0,3,3,0,0,6,3,12,13,22,17,23,4,0,97,0,0,0,0,0,0,0,0,5,16,26,33,36,54,30,16,0,208,26,44,65,64,92,68,36,0,400
SAL80122,130,25,14,3,0,0,298,0,12,20,7,4,0,0,0,40,25,182,151,32,21,9,5,0,428,10,76,61,24,4,4,3,0,181,25,42,34,23,12,9,0,0,146,0,5,3,3,0,0,0,0,13,3,9,0,0,3,0,0,0,17,29,53,49,28,17,6,0,0,172,0,9,3,3,0,0,0,0,15,15,44,26,9,7,5,0,0,102,83,496,429,126,69,34,6,0,1237
SAL80123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,9,3,7,0,0,7,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,6,9,7,0,0,46
SAL80124,40,34,35,22,4,0,166,3,14,14,15,26,8,0,0,77,28,108,109,82,77,50,9,0,468,11,66,68,94,98,32,4,0,376,60,150,106,112,79,35,11,0,561,13,5,9,6,5,8,0,0,44,6,6,6,10,15,13,0,0,59,79,168,114,132,102,52,11,4,660,0,9,0,4,0,0,0,0,12,17,20,21,19,17,11,3,0,112,140,409,369,378,364,164,39,5,1872
SAL80125,187,55,10,7,0,0,376,0,10,31,11,3,0,0,0,51,25,156,172,63,10,7,4,0,429,5,53,56,35,7,6,0,0,165,15,55,42,14,8,9,0,0,137,7,0,3,0,0,0,0,0,9,6,0,4,4,0,0,0,0,12,22,54,48,23,9,9,0,0,162,0,10,0,0,0,0,0,0,10,5,30,29,9,5,3,0,0,85,56,431,522,185,53,22,11,0,1281
SAL80126,80,67,40,15,7,0,245,5,9,19,25,18,13,4,4,96,24,86,123,93,82,54,37,7,514,9,25,31,42,26,24,9,0,163,25,26,37,46,29,11,20,5,193,7,4,6,0,0,0,0,0,17,5,3,3,13,3,10,6,0,42,35,31,45,57,29,24,28,5,257,0,0,0,0,0,6,0,0,10,21,18,6,9,14,11,8,4,98,92,200,315,295,215,142,100,24,1380
SAL80127,240,136,76,70,37,9,997,11,93,37,34,22,34,3,0,233,309,636,217,101,88,69,29,15,1471,17,46,34,31,40,23,11,4,210,26,59,28,24,14,10,3,3,161,9,3,6,0,0,0,0,0,18,0,4,6,6,10,9,0,0,36,36,62,39,32,23,21,4,3,215,4,4,0,0,3,5,0,0,20,26,46,32,24,10,18,6,4,162,425,1295,604,363,263,234,95,27,3304
SAL80128,3,6,4,3,0,0,18,0,0,0,3,3,0,0,0,11,0,6,20,12,4,0,0,0,41,0,5,13,6,11,0,0,0,29,4,11,9,14,4,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,13,12,4,3,0,0,48,0,0,0,0,0,0,0,0,0,4,0,3,0,4,4,0,0,17,4,30,62,43,24,10,0,0,166
SAL80129,152,104,86,75,18,0,559,5,36,54,54,57,47,8,0,259,65,291,336,236,185,187,56,8,1362,25,86,147,123,117,111,32,0,650,68,180,175,157,133,114,34,5,872,21,13,7,9,9,7,0,0,72,5,18,19,16,35,31,13,0,138,93,210,199,183,177,153,48,13,1079,4,0,6,0,0,9,5,3,36,37,45,45,35,42,57,29,6,299,227,783,938,743,670,643,201,31,4245
SAL80130,86,58,35,28,12,4,268,0,18,33,19,16,20,11,0,111,18,122,129,100,49,56,30,8,520,10,18,39,62,38,31,16,3,218,30,59,48,43,41,14,25,5,265,3,4,0,0,0,0,0,0,12,0,0,6,8,3,9,5,0,40,36,61,52,55,49,24,31,5,316,4,4,6,0,0,3,0,0,18,12,25,28,12,11,17,21,5,125,82,288,365,313,195,175,121,31,1575
SAL80131,368,251,131,66,10,4,1132,4,73,87,83,51,39,7,0,338,113,477,408,229,153,86,43,15,1526,32,94,91,87,51,32,19,5,414,47,118,91,76,62,18,18,10,432,8,5,5,6,0,0,0,0,27,5,6,12,11,10,4,6,0,47,62,130,103,88,69,31,23,7,511,0,3,7,3,3,0,0,0,23,37,51,54,29,27,22,21,4,248,253,1120,1124,765,487,280,127,40,4193
SAL80132,82,103,65,46,45,14,417,0,7,22,47,26,37,10,4,159,31,118,134,128,78,79,59,12,630,14,23,29,36,34,20,25,7,183,17,24,36,32,21,11,10,4,156,10,0,0,0,0,0,0,0,18,4,3,4,3,8,16,5,8,41,32,31,46,35,31,21,17,8,218,0,3,0,6,0,0,3,0,12,6,16,12,9,11,17,10,3,82,80,260,328,368,244,218,162,38,1708
SAL80133,151,110,59,68,29,0,508,0,22,44,51,17,30,12,0,182,37,160,190,145,108,81,56,23,792,12,17,57,69,41,37,34,9,279,35,53,38,54,35,17,22,8,259,6,0,0,5,0,6,0,0,19,6,4,3,7,10,8,16,3,52,38,56,46,63,40,39,36,10,326,0,0,0,0,0,5,7,0,12,6,17,21,12,17,43,80,78,276,98,359,507,448,292,307,251,119,2381
SAL80134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4
SAL80135,216,90,29,14,0,0,563,3,43,38,25,17,7,0,0,124,61,388,322,113,56,29,10,0,977,26,70,78,49,27,21,0,0,269,42,89,54,45,28,16,0,4,274,13,3,3,3,5,3,0,0,28,0,3,10,5,6,3,5,0,30,61,104,62,47,32,16,9,3,331,4,6,6,0,0,3,0,0,22,16,67,27,10,14,11,6,0,143,174,872,744,338,182,96,20,5,2431
SAL80136,106,119,118,120,49,14,562,0,3,25,39,27,45,7,0,157,38,78,131,141,157,170,82,17,813,4,10,28,46,47,58,23,4,230,8,15,11,10,30,22,10,0,113,0,0,0,0,5,9,3,0,13,0,0,4,4,8,13,0,0,38,13,17,14,12,44,42,16,3,159,0,0,3,3,0,4,4,0,15,14,5,9,13,13,31,31,10,123,67,172,319,369,406,463,215,55,2066
SAL89494,6,9,8,0,0,0,36,0,0,5,0,4,0,0,0,10,11,23,13,6,11,4,0,0,69,3,9,3,6,4,3,0,0,36,14,15,13,10,13,6,0,0,68,5,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,19,16,20,13,11,6,4,0,78,0,0,0,0,0,0,0,0,4,16,17,35,25,24,17,5,0,136,50,80,77,58,64,24,8,4,368
SAL89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
