SAL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SAL80050,47,64,25,7,18,7,5,175,28,24,13,11,11,9,5,105,41,34,18,10,8,3,0,119,187,205,104,82,94,38,14,723,0,0,0,0,0,0,0,0,305,333,166,109,129,58,21,1125,3,16,8,8,4,4,0,49,0,4,6,0,5,3,3,25,0,4,0,4,4,0,0,14,18,40,33,25,32,12,0,153,0,0,0,0,0,0,0,0,29,65,43,35,45,18,4,239,336,397,211,142,174,76,29,1365
SAL80051,21,42,17,19,20,9,10,136,18,15,11,3,17,6,6,71,20,16,11,12,17,7,0,88,77,127,66,45,59,27,12,415,0,0,0,0,0,0,0,0,138,200,113,78,101,51,30,702,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,4,6,7,10,4,5,6,4,46,0,0,0,0,0,0,0,0,8,9,13,12,12,4,4,62,147,205,126,90,112,54,39,767
SAL80052,38,53,32,16,21,14,6,184,16,22,13,17,6,9,6,86,21,28,13,8,12,7,4,94,92,109,60,47,71,32,14,418,0,0,0,0,0,0,0,0,160,208,119,83,110,59,24,773,4,0,4,4,5,0,0,22,0,0,0,0,0,0,0,9,3,4,3,4,0,0,4,14,3,17,10,8,7,8,0,55,0,0,0,0,0,0,0,0,10,24,20,13,15,10,3,101,172,234,143,98,127,74,31,877
SAL80053,49,43,17,14,18,7,0,153,11,22,9,9,10,5,0,72,19,9,11,7,0,0,4,52,105,117,68,52,58,22,4,432,6,0,0,0,0,0,0,6,184,198,108,88,86,31,12,710,5,3,0,0,3,0,0,12,0,7,0,5,3,0,0,10,0,0,0,0,0,0,0,3,7,25,10,7,14,4,4,72,0,0,0,0,0,0,0,0,14,32,17,12,14,6,0,102,199,231,125,101,106,36,15,806
SAL80054,82,77,43,28,28,18,9,287,11,16,4,4,5,3,3,52,21,20,16,6,12,10,6,81,109,96,56,44,53,18,7,385,0,0,0,0,0,0,0,0,221,213,125,84,98,48,23,812,3,4,10,6,3,6,4,35,0,8,11,3,7,0,0,36,6,6,0,0,3,0,6,11,14,41,21,13,16,3,4,111,0,0,0,0,0,0,0,7,23,55,44,16,31,13,12,200,247,269,169,106,133,58,30,1009
SAL80055,26,30,13,11,13,11,0,92,8,16,8,11,11,9,4,78,22,27,11,9,6,5,3,76,162,153,101,60,69,12,15,577,0,4,0,0,0,0,0,0,215,228,141,85,99,34,25,826,0,3,9,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,8,31,20,5,17,0,7,88,0,0,0,0,0,0,0,0,13,35,28,10,27,3,8,119,229,260,166,92,129,39,25,941
SAL80056,106,144,90,47,54,28,15,478,20,35,16,11,12,4,0,94,37,39,10,15,16,8,7,127,133,187,98,73,97,35,5,628,0,0,0,0,0,0,0,0,293,391,213,144,178,75,26,1324,5,11,10,3,5,0,0,35,0,0,0,0,0,4,3,11,0,0,0,0,4,0,0,4,10,20,17,7,9,3,0,75,0,0,0,0,0,0,0,0,17,36,26,12,23,11,0,127,310,430,237,158,195,90,30,1453
SAL80057,9,13,9,10,10,3,0,60,11,8,0,4,8,0,0,40,10,11,7,0,0,0,0,36,15,27,23,15,29,13,10,129,0,0,0,0,0,0,0,0,46,55,45,29,47,25,9,262,0,0,3,3,0,0,0,6,0,3,3,0,0,0,0,7,0,0,0,6,0,0,0,4,0,4,3,6,6,0,0,19,0,0,0,0,0,0,0,0,0,10,9,7,12,0,0,34,44,63,52,40,57,22,12,295
SAL80058,297,290,143,80,94,50,29,980,20,20,14,3,11,0,0,66,47,29,16,3,8,4,0,104,114,106,83,50,56,15,7,429,0,0,0,0,0,0,0,3,473,448,251,134,168,70,34,1574,17,39,17,4,7,3,0,91,5,0,0,5,4,4,0,14,4,0,6,0,5,0,0,18,22,19,14,5,15,0,3,71,0,0,0,0,0,0,0,0,45,59,34,11,33,7,3,194,516,507,286,146,198,74,40,1773
SAL80059,4,11,9,7,5,4,0,35,16,15,9,5,10,0,0,58,0,9,7,6,10,4,0,41,62,118,58,26,43,19,8,321,0,0,0,0,0,0,0,0,83,152,77,45,68,30,8,467,0,3,0,0,4,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,13,13,6,9,8,3,59,0,0,0,0,0,0,0,5,8,15,15,6,14,12,3,74,93,174,94,49,85,39,7,541
SAL80060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80061,94,135,66,24,24,13,0,360,20,18,10,10,10,4,5,80,17,26,23,3,7,5,4,86,46,95,53,28,53,18,14,301,0,0,0,0,0,0,0,0,174,270,154,67,98,42,24,831,4,5,0,3,8,4,0,31,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,3,16,10,11,5,4,0,60,3,0,0,0,0,0,0,9,11,26,21,13,20,9,0,109,186,299,172,85,113,51,26,933
SAL80062,18,25,19,9,15,9,3,96,17,6,3,9,10,8,0,43,7,8,4,3,0,0,0,24,91,100,56,23,40,15,6,344,0,0,0,0,0,0,0,0,135,148,87,47,68,32,8,511,4,4,5,0,5,0,0,18,0,6,3,6,5,0,0,15,3,4,0,0,3,0,0,12,21,30,13,8,18,7,0,93,0,6,0,0,0,0,0,6,30,47,23,16,25,0,0,143,161,191,114,61,89,32,6,656
SAL80063,17,34,14,11,10,8,5,97,11,15,12,8,6,3,0,56,7,20,16,11,5,3,0,65,137,149,85,47,42,15,4,470,0,0,0,0,0,0,0,5,167,211,128,75,69,24,14,691,0,0,0,0,4,0,0,15,0,3,0,0,3,0,0,9,0,3,0,0,0,0,0,3,10,30,14,11,16,4,7,97,0,0,0,0,0,0,0,0,19,35,14,19,25,10,6,128,189,249,145,93,96,37,20,823
SAL80064,76,92,50,34,31,19,10,315,24,24,20,12,10,9,0,103,37,33,18,12,3,5,5,118,293,262,138,82,130,41,21,962,0,0,0,0,0,0,0,0,425,406,226,142,180,70,43,1496,6,9,3,5,4,5,0,28,10,6,4,7,6,3,0,39,5,12,8,6,0,0,0,27,51,73,47,27,38,14,8,251,5,0,0,0,0,0,0,5,69,105,60,44,49,22,14,358,496,506,285,183,224,100,57,1852
SAL80065,27,17,16,11,14,12,9,106,21,23,8,9,6,3,0,70,19,19,15,11,9,6,5,80,116,132,63,30,32,12,13,401,0,0,0,0,0,0,0,6,184,191,104,55,67,31,22,660,4,3,3,0,0,4,0,11,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,7,18,38,16,12,9,0,6,88,3,0,0,0,0,0,0,3,21,41,22,17,10,4,6,124,206,233,124,69,78,41,29,779
SAL80066,101,45,10,0,4,3,0,167,8,8,5,4,0,0,4,25,11,3,3,0,0,5,0,19,59,32,9,13,14,3,0,134,0,0,0,0,0,0,0,0,177,90,29,18,26,13,4,349,4,8,7,0,10,5,0,31,3,4,4,4,0,0,0,13,4,6,0,0,9,3,0,18,24,28,15,9,17,6,0,102,6,0,0,0,0,0,0,6,43,42,19,11,29,15,4,168,220,129,48,30,55,30,8,521
SAL80067,40,47,18,21,41,16,3,188,21,27,22,10,20,16,5,109,26,23,14,14,13,11,3,93,82,91,70,44,66,26,11,399,0,0,0,0,0,0,0,0,169,185,124,91,132,65,25,792,4,5,4,6,11,4,5,41,5,10,0,0,3,3,0,24,0,0,3,0,4,0,3,18,8,10,11,5,8,6,0,51,3,0,0,0,0,0,0,3,21,30,16,12,29,19,7,135,186,214,143,105,165,85,31,929
SAL80068,285,193,80,49,81,45,20,750,20,20,14,16,13,4,0,78,41,46,14,14,5,3,0,127,122,101,72,53,82,30,9,468,0,0,0,0,0,0,0,0,467,363,172,128,180,79,29,1424,22,24,13,5,20,10,4,94,12,0,0,3,3,0,0,22,0,3,6,3,6,4,0,18,16,19,19,13,17,8,4,97,4,0,0,0,0,0,0,5,54,49,40,24,51,15,8,245,520,415,211,159,225,99,41,1666
SAL80069,12,22,19,7,13,3,0,82,20,22,23,14,16,0,0,98,24,33,16,12,13,7,0,106,103,129,75,57,66,19,11,455,0,0,0,0,0,0,0,0,156,206,138,92,104,27,15,740,0,3,4,0,0,0,0,9,5,0,5,7,11,0,0,25,0,0,0,0,0,0,0,0,0,10,8,8,16,4,0,55,0,0,0,0,0,0,0,0,7,11,15,16,28,8,3,87,160,217,151,110,132,35,15,825
SAL80070,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,6,3,8,23,6,8,6,0,54,0,0,0,0,0,0,0,0,6,18,25,12,10,4,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,18,25,12,19,4,0,77
SAL80071,260,260,130,78,94,53,21,898,24,28,30,6,17,9,0,114,35,48,31,21,20,8,3,164,179,249,158,80,88,27,15,796,3,0,0,0,0,0,0,3,503,594,347,185,221,99,40,1982,12,7,20,10,16,8,0,78,3,6,9,4,0,3,0,31,0,6,0,0,0,0,0,22,11,50,24,17,20,15,0,142,3,0,0,0,0,0,0,10,37,77,60,34,39,22,3,274,533,668,400,218,264,126,47,2260
SAL80072,29,30,17,15,8,13,0,119,13,5,6,5,12,5,0,52,8,13,6,5,8,0,0,44,54,87,57,34,51,21,12,321,0,0,0,0,0,0,0,0,104,137,93,61,81,41,20,539,0,0,3,0,5,0,3,13,3,0,4,0,0,0,0,12,0,0,4,0,0,5,0,16,7,18,16,18,11,0,0,65,0,0,0,0,0,0,0,0,15,17,25,19,15,6,9,104,119,160,116,77,98,51,24,643
SAL80073,47,34,18,8,15,5,4,134,8,11,10,6,8,4,0,55,23,22,16,8,8,0,5,85,105,108,66,48,45,9,7,393,0,0,0,0,0,0,0,0,185,175,112,72,87,25,15,671,0,4,0,0,0,0,3,12,3,4,0,0,0,0,6,10,0,0,0,0,10,0,0,7,15,21,13,20,22,6,0,94,0,0,0,0,0,0,0,0,21,28,20,18,34,8,3,135,209,207,131,89,115,34,19,803
SAL80074,19,29,6,9,13,5,0,94,15,13,12,7,12,7,0,64,10,5,3,0,3,7,0,30,93,103,60,29,47,7,9,338,0,0,0,0,0,0,0,0,136,150,79,50,77,20,6,528,0,0,0,0,4,0,0,13,0,5,0,10,0,0,0,15,0,4,0,0,0,0,0,10,17,10,9,12,7,4,3,61,0,5,0,0,0,0,0,5,24,14,14,19,18,10,3,103,155,164,100,71,92,29,11,623
SAL80075,98,72,38,17,14,11,0,257,22,15,8,9,0,3,0,66,18,13,12,8,9,3,0,59,205,142,92,49,64,20,4,582,0,0,0,0,0,0,0,3,340,250,150,81,91,38,8,964,12,12,8,5,3,3,0,52,10,6,3,0,4,0,0,26,0,4,7,0,0,0,0,14,35,22,40,21,24,6,3,154,0,4,0,0,0,0,0,7,58,50,60,34,36,10,7,251,399,300,207,117,124,51,16,1214
SAL80076,23,26,21,16,9,8,3,95,14,22,18,10,9,0,0,83,19,18,15,8,16,3,0,84,83,116,66,49,71,27,9,426,0,0,0,0,0,0,0,0,134,178,120,86,105,47,21,692,0,6,0,0,4,0,0,19,7,5,0,0,3,0,0,15,0,0,4,0,0,0,0,13,4,8,7,6,3,0,0,41,0,0,0,0,0,0,0,0,4,21,13,10,16,3,0,78,141,197,133,101,121,54,24,773
SAL80077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL80078,25,42,28,16,23,19,13,153,7,10,5,0,3,3,0,33,12,17,8,0,7,4,5,47,30,36,30,20,30,11,7,166,0,0,0,0,0,0,0,0,69,102,73,40,64,28,21,406,0,5,0,0,0,4,4,12,7,3,4,0,4,0,0,15,0,0,0,0,0,0,0,0,0,10,6,0,3,0,0,30,0,0,0,0,0,0,0,0,9,25,6,3,6,9,4,56,81,130,81,44,73,36,25,469
SAL80079,69,61,30,17,26,10,5,223,21,20,8,9,8,3,7,68,6,12,9,9,9,6,0,48,160,130,94,47,49,15,4,508,0,0,0,0,0,0,0,0,265,232,140,80,96,33,14,852,0,5,6,0,0,4,0,14,6,9,3,0,3,6,0,25,5,5,6,0,6,3,0,22,20,55,29,12,32,4,6,162,4,0,0,0,0,0,0,3,34,75,40,20,41,8,5,235,295,303,184,102,140,45,19,1084
SAL80080,35,43,21,11,13,0,0,134,4,3,0,0,0,0,0,9,0,3,3,0,0,0,0,9,25,12,0,0,0,0,0,46,0,0,0,0,0,0,0,0,59,68,34,19,19,0,0,202,0,0,3,0,3,0,0,16,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,10,4,3,0,0,0,21,0,0,0,0,0,0,0,0,7,10,12,4,8,0,0,43,71,73,41,25,28,3,0,240
SAL80081,86,97,49,39,33,25,9,341,46,45,23,9,23,5,0,153,38,40,28,12,15,13,7,159,209,226,117,81,96,44,17,785,0,0,0,0,0,0,0,0,377,406,216,147,169,89,34,1437,3,7,9,6,8,0,0,42,5,9,3,5,5,4,0,32,0,4,3,0,3,0,0,19,24,35,27,28,15,5,8,146,5,4,0,0,0,0,0,10,37,62,49,38,36,9,13,248,417,470,264,187,206,95,50,1684
SAL80082,138,127,83,39,62,38,11,490,58,87,50,33,31,18,11,277,75,82,49,34,42,22,11,309,436,498,299,183,238,90,51,1798,0,3,0,0,0,0,0,4,707,795,483,283,370,161,82,2881,11,12,13,4,11,10,5,64,18,37,13,11,15,0,0,97,8,11,15,11,18,4,0,56,88,129,76,57,78,17,7,447,0,4,0,3,0,0,0,6,119,187,117,83,121,36,21,682,825,982,598,366,496,199,98,3561
SAL80083,41,34,20,13,9,3,0,117,24,6,4,8,12,4,5,67,24,15,9,4,0,0,0,52,99,38,19,16,13,9,12,207,0,0,0,0,0,0,0,0,193,95,53,34,42,21,17,446,0,8,11,7,10,0,0,45,7,3,3,3,4,0,0,18,5,6,0,0,9,0,0,18,11,32,7,14,16,4,0,81,0,0,0,0,0,0,0,3,26,47,25,22,37,6,5,167,219,137,79,57,76,23,13,614
SAL80084,35,36,23,4,15,9,3,119,26,28,8,8,6,0,4,94,18,12,8,5,0,0,0,49,143,124,77,43,55,21,8,455,0,4,0,0,0,0,0,5,221,206,113,61,79,28,9,720,9,6,4,3,4,3,0,28,3,4,0,3,9,0,5,27,0,4,0,0,0,0,0,11,16,33,20,19,21,9,4,123,0,3,0,0,0,0,0,3,31,53,24,27,34,15,12,191,257,253,139,90,117,42,22,908
SAL80085,89,67,27,23,15,4,6,232,10,3,0,0,0,0,0,15,14,7,4,0,6,3,0,25,23,10,7,4,0,0,0,46,0,0,0,0,0,0,0,0,136,77,40,26,22,11,4,320,3,3,0,7,4,5,0,24,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,20,0,0,0,0,0,0,0,0,7,19,7,9,7,5,4,56,147,96,46,34,28,17,10,376
SAL80086,69,59,42,23,23,8,6,220,20,27,7,3,7,4,7,76,28,16,10,8,6,0,3,77,67,52,35,30,38,12,3,247,0,0,0,0,3,0,0,6,185,155,95,59,82,26,12,613,8,20,10,5,11,6,4,68,3,3,5,6,3,0,0,16,0,4,0,0,0,0,4,7,5,13,11,8,10,4,0,48,0,3,0,0,0,0,0,4,15,41,25,21,28,5,6,144,203,194,112,79,113,28,23,757
SAL80087,64,50,19,15,5,11,6,170,14,22,9,11,19,0,0,64,17,11,10,8,11,0,0,49,65,58,56,40,35,14,4,270,0,0,0,0,0,0,0,5,159,137,89,64,65,32,12,553,8,0,0,6,7,0,0,24,5,0,5,0,0,0,0,4,0,0,0,0,5,0,0,9,10,18,16,7,6,0,4,53,0,0,0,0,0,0,0,0,18,20,18,7,20,6,4,90,178,162,104,77,80,30,15,648
SAL80088,4,7,0,7,6,7,3,33,0,3,5,0,3,6,3,21,9,9,3,3,3,0,0,25,59,79,37,27,34,8,6,249,0,0,0,0,0,0,0,0,77,96,48,34,45,17,15,333,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,13,14,8,3,4,3,50,0,0,0,0,0,0,0,0,8,13,12,7,10,4,0,56,89,105,56,45,57,16,19,388
SAL80089,161,183,97,41,49,21,11,565,31,35,20,9,4,5,0,107,47,49,18,7,5,3,3,132,245,259,137,77,62,18,8,797,0,0,0,0,0,0,0,0,488,519,270,139,120,52,24,1607,14,11,9,6,5,9,3,56,15,13,7,3,10,0,0,42,4,3,6,5,0,3,0,16,22,68,37,35,42,7,6,219,0,0,5,0,0,0,0,4,50,94,58,48,57,24,13,348,535,613,333,190,182,72,35,1952
SAL80090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80091,37,57,24,25,18,4,0,167,9,15,8,3,4,0,0,44,9,3,3,6,3,0,0,31,58,64,31,25,35,4,0,223,0,0,0,0,0,0,0,0,115,135,74,53,60,13,6,458,4,12,5,0,3,0,0,30,3,4,0,0,0,0,0,10,0,0,0,0,0,4,0,10,13,21,18,6,7,0,0,69,0,0,0,0,0,0,0,0,25,33,27,14,10,5,4,116,144,176,98,65,71,22,3,576
SAL80092,60,78,43,15,11,6,4,214,19,23,8,4,4,0,6,72,13,5,13,8,11,5,0,51,63,60,42,32,27,13,3,237,0,4,0,0,0,0,0,5,158,169,105,60,58,24,16,580,3,9,8,3,3,0,0,20,0,0,3,0,0,0,3,17,0,0,7,0,4,0,0,13,8,16,12,7,15,8,5,73,0,8,0,0,0,0,0,5,13,34,26,16,29,8,6,132,169,199,131,73,84,35,22,710
SAL80093,21,35,9,11,18,11,11,114,9,8,7,7,7,0,0,42,24,17,10,4,8,4,4,64,57,75,35,33,38,18,3,266,0,0,0,0,0,0,0,0,107,136,70,56,69,33,17,487,6,3,0,4,4,0,4,13,0,0,0,0,0,0,0,10,0,3,3,0,0,0,0,10,9,17,6,4,11,0,0,54,0,0,0,0,0,0,0,0,18,24,14,9,15,0,0,82,125,161,83,62,82,30,19,568
SAL80094,46,35,27,8,9,9,0,146,16,28,13,9,10,4,5,86,22,15,14,9,10,5,4,70,117,131,71,32,57,23,8,441,0,0,0,0,0,0,0,0,200,213,125,61,80,37,15,735,5,8,5,4,6,0,0,21,0,9,9,0,6,0,0,22,0,0,0,0,0,0,0,11,14,25,15,15,12,0,0,83,6,0,0,0,3,0,0,10,24,44,31,22,22,7,0,146,229,259,149,86,99,42,18,881
SAL80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL80097,71,67,41,21,32,20,17,271,18,18,20,6,13,0,4,77,18,25,16,10,12,0,0,85,195,170,88,47,54,18,8,583,0,0,0,0,0,0,0,0,307,279,170,90,114,36,29,1011,4,4,3,6,5,7,4,27,4,0,0,0,3,0,0,8,0,0,3,8,4,0,0,16,16,31,28,16,34,7,4,138,0,0,0,0,0,0,0,0,18,43,39,31,37,14,9,194,323,318,207,115,151,54,31,1207
SAL80098,328,297,138,70,59,33,18,959,24,18,3,5,7,4,0,60,31,26,14,3,10,6,0,88,148,146,66,25,38,7,4,417,3,3,0,0,0,0,0,8,539,490,218,108,121,50,22,1533,18,23,7,3,11,0,5,66,3,3,4,0,6,3,0,22,6,0,0,0,5,0,0,10,18,41,19,12,24,11,0,123,0,0,0,0,0,0,0,4,43,73,38,13,41,17,5,224,582,559,258,123,158,58,21,1764
SAL80099,62,72,56,40,51,19,12,310,23,30,13,9,15,4,3,103,40,38,32,24,25,10,7,179,136,152,93,52,77,33,12,559,0,0,0,0,0,0,0,3,264,297,194,128,164,70,32,1157,5,14,3,9,12,8,4,60,8,3,6,5,11,5,0,39,0,8,4,0,3,0,0,24,21,35,30,13,18,12,9,131,3,0,0,0,0,0,0,7,38,67,48,30,42,23,16,269,305,360,244,154,211,94,51,1418
SAL80100,267,230,98,42,76,33,14,768,66,42,33,15,26,5,6,189,70,60,28,16,25,6,4,215,383,332,152,85,124,52,13,1153,0,0,5,0,0,0,0,9,783,676,319,161,251,103,29,2321,14,22,17,6,14,7,3,78,7,25,11,3,18,4,5,68,9,6,7,0,0,0,0,24,54,75,50,40,47,9,0,273,0,3,0,0,0,0,0,6,85,133,82,44,82,20,7,459,873,805,402,208,337,121,41,2780
SAL80101,82,106,64,57,61,58,27,446,26,27,25,16,20,19,3,124,7,21,24,16,24,12,6,98,129,183,139,81,118,70,41,761,0,0,0,0,0,0,0,0,242,338,256,164,216,155,69,1440,8,9,4,4,12,3,0,44,0,4,4,3,3,5,0,17,0,4,4,0,0,3,3,11,18,31,17,15,16,9,7,113,0,0,0,0,0,0,0,0,19,52,34,21,35,16,7,184,269,385,290,183,249,172,77,1623
SAL80102,32,55,37,24,31,11,8,195,24,38,19,17,33,9,0,142,26,17,25,16,19,10,10,114,96,148,103,75,91,40,24,568,0,0,0,0,0,0,0,0,175,258,187,123,167,68,40,1027,4,7,0,11,7,0,0,30,0,4,13,5,10,0,0,29,0,3,3,0,5,0,0,14,18,18,19,20,25,4,9,106,4,0,0,0,0,0,0,5,32,30,36,32,36,6,7,184,212,290,223,157,207,80,48,1210
SAL80103,9,13,19,17,9,10,7,78,0,4,0,4,9,0,0,15,0,0,4,4,0,0,3,10,5,16,17,8,9,7,4,63,0,0,0,0,0,0,0,0,17,27,36,25,25,21,9,166,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,3,0,0,0,0,0,3,0,3,8,0,5,0,4,19,17,32,43,28,32,20,13,189
SAL80104,6,8,0,0,0,0,0,16,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,5,4,0,0,4,0,0,9,0,0,0,0,0,0,0,0,16,10,3,3,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11,18,9,6,4,6,0,0,46
SAL80105,12,9,10,5,4,3,0,48,9,6,8,0,8,0,0,30,7,8,8,0,9,0,0,32,47,49,37,29,24,7,3,199,0,0,0,0,0,0,0,0,76,72,60,36,41,11,5,309,0,4,3,6,0,0,0,8,4,0,0,0,4,0,0,6,0,3,0,0,0,0,0,3,5,23,12,5,21,0,0,73,0,0,0,0,0,0,0,0,10,25,18,10,25,4,0,96,95,105,78,45,64,15,5,402
SAL80106,56,38,19,8,9,0,4,145,9,9,4,9,9,0,0,26,9,16,7,0,3,0,0,36,63,65,42,23,25,3,0,232,0,0,0,0,0,0,0,0,142,127,71,39,47,7,5,434,0,5,3,0,3,0,0,17,0,5,0,4,0,0,0,11,0,0,0,0,3,0,0,6,6,28,9,9,11,0,0,74,0,0,0,0,0,0,0,0,15,33,14,17,20,4,6,104,153,155,90,49,69,12,6,537
